head,date,text,景気,物価,金利,マネーサプライ,貿易収支,雇用,個人消費,介入,要人発言,他通貨,石油,政治,株,債権
NY市場概況　序盤は円安強まる,2009年6月2日（火）06:48:00,"NY市場序盤は、円安の流れが強まった。一連の米経済指標が予想より強かったことや、GMの破産法申請が発表されたことで市場の不透明感が払拭された。NYダウは序盤から買われて200ドル超の上昇となった。為替市場は円売りが強まり、ドル円は95円台前半から96円台半ばへ、ユーロ円は135円台から137円乗せ、ポンド円は155円近辺から159円近辺へと上昇した。


5月の米ISM製造業景気指数は42.8と前回の40.1および市場予想42.3を大きく上回った。項目別では特に新規受注の回復が目立った。47.2から51.1へと上昇、07年11月以来の景気判断の分岐点50.0を上回った。その他の項目では、生産、入荷水準、仕入価格が前回を上回った。雇用はほぼ横ばい、在庫がやや前回を下回っていた。",,,,,,,,,,,,,,
NY市場概況　中盤からはドル安も、終盤は調整,2009年6月2日（火）06:49:00,"NY市場中盤、米株が一段高となり、NYダウは250ドル超高となる場面があった。円売りが一巡するとドル売りの動きが強まった。ユーロドルは1.41台後半から1.42台後半へと反発した。ポンドドルは1.64近辺から一時1.65台乗せとなり、この日の高値を付けた。ただ、終盤にやや株式市場が落ち着くと、ドル売りからドル買いへと転じて調整色が強まった。ユーロドルは1.41台半ば、ポンドドルは1.64台前半へと反落する振幅相場だった。


オバマ米大統領の声明が発表されたが、株式市場は概ね好感して高値圏推移が続いていた。発言の要旨は、米地域社会における自動車業界の重要性を認識している、GMとクライスラーの破綻は国内経済に大きな打撃を及ぼした可能性、破産法申請によりクライスラーの何万人もの雇用が救済された、クライスラーは数日以内に破産保護から脱却する見通し、GMの債権者らは実行・達成可能な計画を作成した、GMの株主は株式の価値を放棄する必要、政府はGMを経営する意思は無い、政府が民間企業の大株主になることは歓迎せず、GMが破産保護から速やかに脱却すること確信、など。ダウ平均は221ドル高と堅調に取引を終えた。",,,,,,,,,,,,,,
NY市場概況　ドルカナダ上昇、カナダGDPは一段と悪化,2009年6月2日（火）06:50:00,ドルカナダは一時1.09台半ばまで上昇、ロンドン序盤の安値から200ポイント近く上昇した。きょう発表されたカナダ第1四半期GDPの結果を踏まえて、ハーパー・カナダ首相が発言した。最新のGDPデータは悪かったが予想よりは良かった、第1四半期は最悪の四半期だった、最悪期は過去のものでこの後の四半期は前向きとなろう、失業が増加する見込み、必要であれば一層の失業対策を講じる準備、など。東京時間1日21:30に発表されたカナダの第1四半期GDP・前期比年率は-5.4％と市場予想の-6.6％を上回ったものの、前回第4四半期の-3.7％からは一段と悪化していた。,,,,,,,,,,,,,,
本日の予定【経済指標】,2009年6月2日（火）07:20:00,"【オーストラリア】
＊経常収支（第1四半期）10:30
予想　-5425百万豪ドル　前回　-6499百万豪ドル

＊住宅建設許可件数（4月）10:30
予想　2.0%　前回　3.5%（前月比）
予想　-21.7%　前回　-16.5%（前年比）

＊豪中銀政策金利　13:30
予想　3.00%　現行　3.00%

【スイス】
＊GDP（第1四半期）14:45
予想　-1.5%　前回　-0.3%（前期比）
予想　-1.7%　前回　-0.6%（前年比）

＊SVME購買担当者景況指数（PMI）（5月）16:30
予想　36.5　前回　34.7

【ユーロ圏】
＊ユーロ圏失業率（4月）18:00
予想　9.1%　前回　8.9%

【米国】
＊中古住宅販売成約指数（4月）
予想　0.5%　前回　3.2%（前月比）",,,,,,,,,,,,,,
本日の予定【発言・イベント】,2009年6月2日（火）07:30:00,"ガイトナー米財務長官　訪中（最終日）

3日
2:20　フィッシャー・ダラス連銀総裁　講演",,,,,,,,,,,,,,
東京市場　海外ではドル売りに一服感、株高で円売りが目立つ展開に,2009年6月2日（火）07:51:00,"早朝の東京市場でドル円は96円台半ばで推移。昨日の海外市場では、米個人所得・支出や米ISM製造業景況指数の発表後、株高を伴って円売りが強まった。ドル円は昨日の安値から2円程度反発。破産法適用を申請した後の新生GMに対する期待感も株高の背景。クロス円も堅調に推移し、ポンド円、豪ドル円、NZドル円、カナダ円は年初来高値を更新。ドル円を除き、リスク選好のドル安の流れも続いた。ただ、カナダやユーロなどは対ドルで高値から離れる格好となっている。

本日の東京市場では、豪中銀が金利発表を行うほか、豪経常収支など経済指標も発表される。海外市場ではスイスやユーロの経済指標が発表されるが、注目材料は乏しい。発言予定も限られている。

USD/JPY 96.54 EUR/JPY 136.73 GBP/JPY 158.74",,,,,,,,,,,,,,
"東京市場　ピボット分析（主要国通貨）
",2009年6月2日（火）08:01:00,"東京時間6:00現在

ドル円
終値96.59　高値96.80　安値94.45

99.79　ハイブレイク
98.30　抵抗2
97.44　抵抗1
95.95　ピボット
95.09　支持1
93.60　支持2
92.74　ローブレイク

ユーロドル
終値1.4159　高値1.4246　安値1.4100

1.4383　ハイブレイク
1.4314　抵抗2
1.4237　抵抗1
1.4168　ピボット
1.4091　支持1
1.4022　支持2
1.3945　ローブレイク

ポンドドル
終値1.6443　高値1.6497　安値1.6163

1.6906　ハイブレイク
1.6702　抵抗2
1.6572　抵抗1
1.6368　ピボット
1.6238　支持1
1.6034　支持2
1.5904　ローブレイク

ドルスイス
終値1.0703　高値1.0725　安値1.0619

1.0852　ハイブレイク
1.0788　抵抗2
1.0746　抵抗1
1.0682　ピボット
1.0640　支持1
1.0576　支持2
1.0534　ローブレイク",,,,,,,,,,,,,,
"東京市場　ピボット分析（資源国通貨）
",2009年6月2日（火）08:02:00,"東京時間6:00現在

オージードル
終値0.8101　高値0.8153　安値0.7991

0.8334　ハイブレイク
0.8244　抵抗2
0.8172　抵抗1
0.8082　ピボット
0.8010　支持1
0.7920　支持2
0.7848　ローブレイク

キーウィドル
終値0.6501　高値0.6566　安値0.6370

0.6784　ハイブレイク
0.6675　抵抗2
0.6588　抵抗1
0.6479　ピボット
0.6392　支持1
0.6283　支持2
0.6196　ローブレイク

ドルカナダ
終値1.0935　高値1.0946　安値1.0785

1.1153　ハイブレイク
1.1050　抵抗2
1.0992　抵抗1
1.0889　ピボット
1.0831　支持1
1.0728　支持2
1.0670　ローブレイク",,,,,,,,,,,,,,
東京市場　ピボット分析（クロス円）,2009年6月2日（火）08:03:00,"東京時間6:00現在

ユーロ円
終値136.78　高値137.25　安値133.89

141.42　ハイブレイク
139.33　抵抗2
138.06　抵抗1
135.97　ピボット
134.70　支持1
132.61　支持2
131.34　ローブレイク

ポンド円
終値158.81　高値159.20　安値153.51

166.53　ハイブレイク
162.86　抵抗2
160.84　抵抗1
157.17　ピボット
155.15　支持1
151.48　支持2
149.46　ローブレイク

スイス円
終値90.24　高値90.49　安値88.75

92.64　ハイブレイク
91.57　抵抗2
90.90　抵抗1
89.83　ピボット
89.16　支持1
88.09　支持2
87.42　ローブレイク

豪ドル円
終値78.23　高値78.58　安値75.95

81.85　ハイブレイク
80.22　抵抗2
79.22　抵抗1
77.59　ピボット
76.59　支持1
74.96　支持2
73.96　ローブレイク

NZドル円
終値62.79　高値63.32　安値60.52

66.70　ハイブレイク
65.01　抵抗2
63.90　抵抗1
62.21　ピボット
61.10　支持1
59.41　支持2
58.30　ローブレイク

カナダドル円
終値88.32　高値89.09　安値86.81

91.62　ハイブレイク
90.35　抵抗2
89.34　抵抗1
88.07　ピボット
87.06　支持1
85.79　支持2
84.78　ローブレイク",,,,,,,,,,,,,,
東京市場　ピボット分析（新興国通貨）,2009年6月2日（火）08:04:00,"東京時間6:00現在

ランド円
終値12.06　高値12.16　安値11.83

12.53　ハイブレイク
12.35　抵抗2
12.20　抵抗1
12.02　ピボット
11.87　支持1
11.69　支持2
11.54　ローブレイク

シンガポールドル円
終値66.98　高値67.17　安値65.68

69.03　ハイブレイク
68.10　抵抗2
67.54　抵抗1
66.61　ピボット
66.05　支持1
65.12　支持2
64.56　ローブレイク

香港ドル円
終値12.46　高値12.49　安値12.18

12.88　ハイブレイク
12.69　抵抗2
12.57　抵抗1
12.38　ピボット
12.26　支持1
12.07　支持2
11.95　ローブレイク",,,,,,,,,,,,,,
東京市場　豪中銀は据え置き見通し、声明文に注目,2009年6月2日（火）08:11:00,"昨日の海外市場で豪ドル/ドルは0.81台半ばまで上昇し、年初来高値を更新。原油などコモディティ市場の堅調推移も豪ドルをサポート。NZドル/ドルも年初来高値更新後、0.64台後半で推移。

本日は豪中銀が金利発表を行う。市場予想は政策金利の据え置きでほぼ固まっている。ただ、年内は利下げスタンスが継続されると見るエコノミストもある。
前回の声明文では、中国経済など安定化の兆しはあるものの短期的な見通しは弱い、豪経済の収縮は内外の需要の弱さを伴って2009年も継続、景気刺激策の効果はまだ観察されていない、などだった。今回も景気見通し、現状評価、景気刺激策の影響などに対する判断が注目される。

AUD/USD 0.8099 NZD/USD 0.6482",,,,,,,,,,,,,,
寄り付き前の外資系証券経由の注文状況　差し引き810万株の買い越し観測,2009年6月2日（火）08:35:00,"差し引き810万株の買い越し観測
売り注文　1390万株
買い注文　2200万株",,,,,,,,,,,,,,
東京市場　海外でポンドは全面高、上値には抵抗感の薄い価格帯,2009年6月2日（火）08:50:00,"ポンドドルは1.64台半ばまで上昇。対ドル以外でもポンドは堅調に推移しており、ユーロポンドは年初来安値をつけたほか、ポンド円は158円台半ばまで急伸した。海外市場では、リアルマネーやマクロ系ファンドのポンド買い観測があったほか、リスク回避のユーロ買い・ポンド売り後退という視点で眺める向きもある。

ポンドドルは2007年11月の高値から2009年1月の安値の38.2％戻しの水準（1.6426）を突破後、1.65ちょうど付近まで上昇。同期間のフィボナッチ・ファンの50％ラインも越えている。今週は英中銀金融政策委員会もあり、38.2％の水準が意識されるシナリオもあるが、1.65台から1.70水準まで抵抗感の乏しいゾーンが広がっている。

GBP/USD 1.6447 EUR/GBP 0.8612 GBP/JPY 158.53",,,,,,,,,,,,,,
日経平均　寄り付き　96.80円高　9774.55円,2009年6月2日（火）09:01:00,,,,,,,,,,,,,,,
本日の新規投信設定情報（なし),2009年6月2日（火）09:20:00,本日の新規投信設定はありません。,,,,,,,,,,,,,,
東京市場　クロス円中心に売り、ドル円も下押す,2009年6月2日（火）09:25:00,"東京序盤のドル円は96円台前半で推移。NYクロースからやや水準を切り下げている。ユーロ円などクロス円に売りが入っている様子で、ドル円も頭が重い。ユーロ円は136円ちょうど付近まで水準を切り下げた。ユーロ円は4月6日の高値（137.40）に接近したこともあって売りが持ち込まれているようだ。ただ、三角もち合いを上抜けたユーロ円の上昇期待は残っている。

USD/JPY 96.18 GBP/JPY 158.01 EUR/JPY 136.12",,,,,,,,,,,,,,
東京市場　調整売りでオセアニア通貨軟化、日経平均も伸び悩み,2009年6月2日（火）09:37:00,"豪ドル/ドルは0.80台後半、豪ドル円は77円台後半へ小幅に軟化。本邦勢のほか米系の売り観測が出ている。ただ、昨日の海外市場の安値水準ではサポートされている。この後は豪経常収支、豪住宅建設許可件数が発表される予定。NZドル/ドルも0.64台後半まで調整している。日経平均株価は寄り付き後、上げ幅を削る展開。

AUD/USD 0.8067 NZD/USD 0.6463",,,,,,,,,,,,,,
東京仲値　96.30円　三菱東京UFJ銀行,2009年6月2日（火）09:56:00,,,,,,,,,,,,,,,
東京市場　今週は各国中銀金利発表、ドル安一服の一助となるか,2009年6月2日（火）09:57:00,"ここまでのドル安の背景として、米格下げ懸念、リスク回避傾向の大幅後退、外貨準備におけるドルの割合の逓減観測などが上げられる。原油価格の上昇を背景に豪ドルやカナダなど資源国通貨がインフレヘッジ通貨として買われたとの指摘もある。昨日の動きの中でも中東勢から外準の分散化に絡んだドル売り・ポンド買い観測もあった。世界的な景気先行き悲観論が極まった時期に買い進まれたドルが売られ、売られすぎていたポンド買い戻しが続いている。

ただ、M&A;絡みのポンド買いの指摘もあって、先週までのようなドル安中心の展開とは趣きが変化しつつある様子も見受けられる。今週は本日の豪中銀金利発表を皮切りに、各国の政策金利発表が相次ぐ。ドル安一服の一助となるか注目したい。

EUR/USD 1.4150 GBP/USD 1.6427",,,,,,,,,,,,,,
中国人民銀行　人民元中心レート　1ドル＝6.8309元,2009年6月2日（火）10:18:00,,,,,,,,,,,,,,,
東京市場　ドルカナダに下げ一服の兆し,2009年6月2日（火）10:19:00,"ドルカナダは1.90台前半で小動き。昨日もドル安の流れのほか、コモディティ高もあって、1.08割れまでドル安・カナダ高推移した。ただ、2007年11月の安値から2009年3月の高値の期間のフィボナッチ・ファン61.8％ラインあたりで下値が遮られた格好となっている。4月終盤からの下降チャネル下限もサポートとなった。昨日の日足は下ひげが目立つ形状となっていることも踏まえると、下げ一巡となるか。

与謝野財務相の発言が伝わっている。1-3月期のGDPギャップは大変な状況を示しているが底打ちの時期、生産は各分野で回復し始めたが正常に戻るのは来春までかかる、GMの破産法申請によって日本の部品メーカーへの影響あるがわずかで済んでいる、など。

USD/CAD 1.0930",,,,,,,,,,,,,,
豪経済指標【経常収支】,2009年6月2日（火）10:30:00,"＊経常収支（第1四半期）10:30
結果　-4614百万豪ドル
予想　-5425百万豪ドル　前回　-6499百万豪ドル",,,,,,,,,,,,,,
豪経済指標【住宅建設許可件数】,2009年6月2日（火）10:31:00,"＊住宅建設許可件数（4月）10:30
結果　5.1%
予想　2.0%　前回　3.5%（前月比）
結果　-16.1%
予想　-21.7%　前回　-16.5%（前年比）",,,,,,,,,,,,,,
（再送）豪経済指標【住宅建設許可件数】 ,2009年6月2日（火）10:39:00,"前回値が修正されましたので再送します。

＊住宅建設許可件数（4月）10:30
結果　5.1%
予想　2.0%　前回　6.3%（3.5%から修正）（前月比）

結果　-16.1%
予想　-21.7%　前回　-15.2%（-16.5%から修正）（前年比）",,,,,,,,,,,,,,
NY原油　時間外取引　高値警戒感、利益確定の売り入る,2009年6月2日（火）10:40:00,"東京時間10:28現在
NY原油先物7月限（WTI）（時間外取引）
1バレル＝67.91（-0.67　-0.98%）

原油は時間外取引で利益確定の売りに押されている。昨日は米ISM製造業景況指数や中国の製造業PMIが材料視されたが、高値警戒感も出ている。
今週の米週間石油在庫統計で、原油在庫は150万バレル減、ガソリン在庫は20万バレル増、ディスティレートは110万バレル増が予想されている。",,,,,,,,,,,,,,
（再送）豪経済指標【経常収支】 ,2009年6月2日（火）10:41:00,"前回値が修正されましたので再送します。

＊経常収支（第1四半期）10:30
結果　-4614百万豪ドル
予想　-5425百万豪ドル　前回　-6357百万豪ドル（-6499百万豪ドルから修正）",,,,,,,,,,,,,,
米株価指数先物　時間外取引　小動き　,2009年6月2日（火）10:51:00,"東京時間10:35現在
ダウ平均先物6月限　8682.00（-6.00　-0.07%）
S&P500;先物6月限　938.20（-0.90　-0.10%）
NASDAQ100先物6月限　1469.25（-0.75　-0.05%）

米株価指数先物は時間外取引で小幅安となっている。
昨日は米ISM製造業景況指数や個人所得・支出の強い結果を背景に、米景気の底打ち期待からエネルギー関連株、天然資源株を中心に買われた。米自動車最大手GMの破産法の申請をしたことによる悪材料出尽くし感や新生GMに対する期待感もあった。
GMに変わって新しくダウ工業株30種平均構成銘柄に追加された米インターネット製品会社のシスコシステムズは5.4%高、米保険会社のトラベラーズは3.1%高となった。",,,,,,,,,,,,,,
東京金　ドル円の反発受けて上昇,2009年6月2日（火）10:58:00,"東京時間10:52現在
東京金先物2010年4月限（TOCOM）
1グラム＝3042.00（+19.00　+0.63%）
NY金先物8月限（COMEX）（時間外取引）
1オンス＝978.40（-1.60　-0.16%）

東京金はしっかり。前日のNY市場はほぼ変わらずで引けたが、ドル円の反発を受けて上昇している。NY金は時間外取引で小動き。",,,,,,,,,,,,,,
日経平均　前引け　86.39円高　9764.14円,2009年6月2日（火）11:01:00,,,,,,,,,,,,,,,
東京市場　クロス円への売り一巡、安値から切り返す動き,2009年6月2日（火）11:08:00,"ドル円やクロス円は下げ渋り。本邦輸出を中心とする本邦勢や米系の売りが観測され、仲値にかけては円高推移となった。ただ、フローが後退するとドル円やクロス円は切り返している。前場の日経平均も一時100円超上昇し、9800円台に迫った。ドル円は96.30台、ユーロ円は136.30台で推移。

USD/JPY 96.37 EUR/JPY 136.33 GBP/JPY 158.17",,,,,,,,,,,,,,
アジア株　香港は金融株下落で反落,2009年6月2日（火）11:58:00,"東京時間11:45現在
香港ハンセン指数　　 18743.04（-145.55　-0.80%）
中国上海総合指数　 2735.13（+13.85　+0.53%）
中国　シンセン総合指数　 908.45（+7.52　+0.85%）
台湾加権指数　　　　 7051.68（+97.58　+1.42%）
韓国総合株価指数　 1430.19（+15.09　+1.08%）
豪ASX200指数　　　 3952.90（+58.50　+1.53%）

アジア株は全般的に買いが優勢となっている。しかし、ハンセン指数だけは反落。金融株の下落が指数を圧迫している。ゴールドマンサックスが中国工商銀行の株式を売却することが明らかとなったことを嫌気している。最大19億ドル相当。前日の終値より4-6％低い価格。",,,,,,,,,,,,,,
バルチック海運指数=06/01時点=,2009年6月2日（火）11:59:00,"バルチック海運指数
3681（前日比：5.35%）
ハンディマックス・インデックス
870（前日比：0.69%）
パナマックス・インデックス
3093（前日比：6.66%）
ケープサイズ・インデックス
2734（前日比：14.87%）

＊バルチック海運指数はハンディマックス、パナマックス、ケープサイズなど船舶のサイズごとの海上運賃指数をまとめた総合指数。",,,,,,,,,,,,,,
東京市場　上値では輸出の売りも,2009年6月2日（火）12:11:00,"ドル円は仲値にかけて売りが優勢なり、一時96.10近辺まで下落する場面も見られた。前日のNY市場ではダウ平均の大幅高を手掛かりに円売りのい動きが強まり、94円台から一気に96.80近辺まで上昇した。日本の輸出企業は今期の想定為替レートを95円で置いている企業も多く、この水準では実需売りも出てもおかしくはない水準ではある。ただ、株価が底堅く推移していることもあり、下値では日本の投資家の押し目買いの動きもあるようだ。下値のサポートは10日線が入っている95.50。上値のレジスタンスは97.00で、上にはストップも並んでいるようだ。

USD/JPY　96.34",,,,,,,,,,,,,,
通貨オプション　リスクリバーサル　ほぼ変わらず,2009年6月2日（火）12:20:00,"ドル円　1.90-2.20　円コールオーバー
ユーロ円　1.45-1.75　円コールオーバー
ポンド円　1.75-2.05　円コールオーバー

前日と比較してほぼ変わらず。ドル円はスポットが96円台に戻していることから、若干縮小ぎみ。

※リスクリバーサルとは
同じ権利行使期日、取引金額、25％デルタのコールとプットを反対売買したときの差額をあらわしたもの。理論上はコールとプットの価格は一致するが、実際のマーケットでは通貨の需給に偏りがあるため、差額が生じる。",,,,,,,,,,,,,,
通貨ペア別　売買動向,2009年6月2日（火）12:36:00,"【通貨ペア別　売買動向（単位：％）】

◆ドル円　　くりっく３６５　外為どっとコム
09/05/26　　　　53.4　　　　79.3
09/05/27　　　　53.5　　　　78.8
09/05/28　　　　49.2　　　　74.5
09/05/29　　　　53.4　　　　78.4
09/06/01　　　　51.8　　　　76.5

◆ユーロ円　くりっく３６５　外為どっとコム
09/05/26　　　　49.9　　　　61.4
09/05/27　　　　50.5　　　　61.0
09/05/28　　　　38.0　　　　46.5
09/05/29　　　　40.6　　　　47.9
09/06/01　　　　35.3　　　　43.6

◆ポンド円　くりっく３６５　外為どっとコム
09/05/26　　　　25.6　　　　34.8
09/05/27　　　　27.4　　　　32.8
09/05/28　　　　28.2　　　　33.4
09/05/29　　　　32.0　　　　36.6
09/06/01　　　　27.7　　　　34.0

◆豪ドル円　くりっく３６５　外為どっとコム
09/05/26　　　　69.2　　　　73.6
09/05/27　　　　70.0　　　　74.6
09/05/28　　　　60.7　　　　66.0
09/05/29　　　　63.0　　　　68.6
09/06/01　　　　62.9　　　　66.7

◆NZドル円　くりっく３６５　外為どっとコム
09/05/26　　　　80.5　　　　83.5
09/05/27　　　　80.8　　　　83.6
09/05/28　　　　77.1　　　　81.6
09/05/29　　　　76.6　　　　80.7
09/06/01　　　　75.6　　　　80.9

（注）売買動向＝買いポジション残高÷全ポジション残高
（資料）株式会社東京金融取引所、株式会社外為どっとコム",,,,,,,,,,,,,,
東京市場　米国債には十分な需要がある　ガイトナー長官,2009年6月2日（火）12:55:00,"ドル円、クロス円は午後に入って動意薄の展開となってきた。ドル円は96.30近辺、ユーロ円は136円台半ばでの取引となっている。中国を訪問中のガイトナー米財務長官のコメントが伝わっている。景気回復が始まれば財政赤字を削減すると改めて表明、米国債には十分な需要があると述べていた。米国債の最大の買い手の一つである中国も財政赤字拡大、そしてドル安には懸念を抱いており、配慮した形となっている。

USD/JPY　96.28　EUR/JPY　136.43",,,,,,,,,,,,,,
まもなく、豪中銀政策金利発表　追加利下げに含み残すか,2009年6月2日（火）13:08:00,この後、13時30分に豪中銀の政策金利の発表が予定されている。今回は3.00％での据え置きがほぼ確実視されている。注目は声明だが、市場では8月利下げを期待する向きも多く、豪金利先物市場でも0.25％程度の利下げを織り込む水準で取引されている。商品市場の上昇、中国経済への期待感から、このところ豪ドルは強い動きを示しているが、追加利下げに含み残す内容となれば、豪ドルがどのような動きを示すか注目される。,,,,,,,,,,,,,,
豪経済指標【豪中銀政策金利】,2009年6月2日（火）13:30:00,"＊豪中銀政策金利　13:30
結果　3.00%
予想　3.00%　現行　3.00%",,,,,,,,,,,,,,
東京市場　追加利下げに含み残す,2009年6月2日（火）13:37:00,"先ほど発表になった豪政策金利は大方の予想通り据え置きとなった。しかし、声明では「追加金融緩和に焦点が残る」と追加利下げに含みを残す内容となっている。発表を受けて、豪ドルは売りが強まり、豪ドル/ドルは0.81台から0.80台に下落している。ただ、ある程度予想されていた範囲でもあり、商品市況の上昇を考慮すれば、この材料で下値は追いにくい。

AUD/USD　0.8090　AUD/JPY　77.98",,,,,,,,,,,,,,
豪中銀声明　必要であれば緩和,2009年6月2日（火）13:53:00,"世界経済は安定しつつある。
豪経済は縮小が継続している。
インフレは今後2年間緩和し続ける見通し。
低インフレを背景に、必要であれば緩和の余地がある。
これまでの緩和の効果は、まだ実感されていない。",,,,,,,,,,,,,,
テクニカルポイント　ドル円　移動平均入り組む　次のアクション待ち,2009年6月2日（火）14:01:00,"99.07　ボリンジャーバンド　2σ上限（21日間）
98.11　一目均衡表・雲（上限）
97.09　200日移動平均
96.80　一目均衡表・基準線
96.46　現値
96.41　エンベロープ1%上限（10日間）
96.39　一目均衡表・雲（下限）
96.27　21日移動平均
95.68　100日移動平均
95.55　一目均衡表・転換線
95.45　10日移動平均
94.50　エンベロープ1%下限（10日間）
93.48　ボリンジャーバンド　2σ下限（21日間）

ドル円は前日のNY市場で急反発、96円台に戻している。10日移動平均と100日移動平均の上は維持し格好だ。だが強さはまだ感じられない。10日、21日、100日の各移動平均が接近しており、次第に方向感が無くなっている様子。次の大きなアクション待ちの面も濃厚になってきているが、上は97.50、下は93.50の、どちらかのブレイクを待ちたいところ。",,,,,,,,,,,,,,
海外市場の注目ポイント　米中古住宅販売成約指数,2009年6月2日（火）14:11:00,このあとの海外市場の注目ポイントとしては、23時に発表される4月の米中古住宅販売成約指数。中古住宅販売は物件が引き渡された時点の指標だが、こちらは売買契約成立した時点での統計。契約から引渡しまで1-2ヵ月かかるとされ、概ね5月ないしは6月分の中古住宅販売を占う上で注目する市場関係者も多い。予想は前月比で0.5％のプラス。先月発表になった住宅:指標は予想を下回る内容も多かったが、住宅市場の底打ち期待は残している。もし、予想を大きく上回る内容であれば、株高から円安、ないしはドル安の反応も期待される。,,,,,,,,,,,,,,
北朝鮮が中距離ミサイル発射準備と韓国報道,2009年6月2日（火）14:16:00,"韓国の聯合ニュースは北朝鮮が日本海側で中距離ミサイルの発射準備を進めていると報じた。。韓国軍合同参謀本部は「確認中」としている。

",,,,,,,,,,,,,,
東京市場　北朝鮮ミサイル報道に反動限定的,2009年6月2日（火）14:22:00,"先ほど韓国の報道で、北朝鮮が日本海側に向けて中距離ミサイル発射準備との報道が伝わっているが、為替市場の反応は限定的。このところミサイル発射を繰り返しており、免疫ができているのか、市場は冷静さを保っているようだ。

USD/JPY　96.38　EUR/USD　1.4154",,,,,,,,,,,,,,
スイス経済指標【GDP】,2009年6月2日（火）14:45:00,"＊GDP（第1四半期）14:45
結果　-0.8%
予想　-1.5%　前回　-0.6%（-0.3%から修正）（前期比）
結果　-2.4%
予想　-1.7%　前回　-0.6%（前年比）",,,,,,,,,,,,,,
日経平均　大引け　26.56円高　9704.31円,2009年6月2日（火）15:01:00,,,,,,,,,,,,,,,
これかの予定【発言・イベント】,2009年6月2日（火）15:12:00,"ガイトナー米財務長官　訪中（最終日）

3日
2:20　フィッシャー・ダラス連銀総裁　講演",,,,,,,,,,,,,,
これからの予定【経済指標】,2009年6月2日（火）15:12:00,"【スイス】
＊SVME購買担当者景況指数（PMI）（5月）16:30
予想　36.5　前回　34.7

【ユーロ圏】
＊ユーロ圏失業率（4月）18:00
予想　9.1%　前回　8.9%

【米国】
＊中古住宅販売成約指数（4月）
予想　0.5%　前回　3.2%（前月比）",,,,,,,,,,,,,,
（再送）これからの予定【経済指標】,2009年6月2日（火）15:15:00,"※米中古住宅販売成約指数の発表時刻を追加します。

【スイス】
＊SVME購買担当者景況指数（PMI）（5月）16:30
予想　36.5　前回　34.7

【ユーロ圏】
＊ユーロ圏失業率（4月）18:00
予想　9.1%　前回　8.9%

【米国】
＊中古住宅販売成約指数（4月）23:00
予想　0.5%　前回　3.2%（前月比）",,,,,,,,,,,,,,
日本株　概況　続伸、引けにかけて伸び悩む,2009年6月2日（火）15:40:00,2日の東京株市場市場は続伸。株式市場は米株高や円安を好感して買いが先行。日経平均は一時100円超の上昇を演じ、9800円台に迫った。ただ、上値では利益確定の売りも強く、大引けにかけて上げ幅を縮小する展開となった。業種別では電機、自動車、機械など輸出関連株が高い。日経平均の大引けは26.56円高の9704.31円。,,,,,,,,,,,,,,
ロンドン市場　ユーロドル　調整色強まる,2009年6月2日（火）15:50:00,"東京市場終盤からユーロドルが売られている。前日急伸した反動で利益確定の売りが膨らんでいるようだ。時間外取引の米株価指数先物は現在、20ドル安と小幅安水準で取引されている。

EUR/USD　1.4119",,,,,,,,,,,,,,
欧州株　下落して始まる　英FTは1.2%安,2009年6月2日（火）16:06:00,"東京時間16:06現在
英FT100　 4449.86（-56.33　-1.28%）
独DAX　　5108.06（-34.50　-0.70%）",,,,,,,,,,,,,,
スイス経済指標【SVME購買担当者景況指数】,2009年6月2日（火）16:30:00,"＊SVME購買担当者景況指数（PMI）（5月）16:30
結果　39.8
予想　36.5　前回　34.7",,,,,,,,,,,,,,
NY原油　時間外取引　下げ幅拡大　再び68ドル割り込む,2009年6月2日（火）16:35:00,"東京時間16:32現在
NY原油先物7月限（WTI）（時間外取引）
1バレル＝67.93（-0.65　-0.95%）

2日のNY原油先物、時間外取引は米株先物市場が軟調に推移する中、売り優勢。日本時間15:00頃から急速に下げ足を加速している。東京タイムでは68ドル台後半まで買い戻された場面も見られた。原油相場は6日続伸した経緯から、本日は高値警戒感が先行しているようだ。",,,,,,,,,,,,,,
ロンドン市場　スイスPMI予想上回るも反応薄,2009年6月2日（火）16:43:00,"先ほど発表されたスイスSVME購買担当者景況感指数は39.8となり、事前予想の36.5を上回った。ただ、為替市場の反応は軽微。きのう発表されたドイツとユーロ圏、英国の関連指標が総じて予想を上回ったことで、織り込み済みか。

ポンドスイスは1.75台半ば、ドルスイスは1.07台前半で小動きとなっている。

GBP/CHF 1.7565　USD/CHF　1.0732",,,,,,,,,,,,,,
NY金　時間外取引　反落　ドル買いで　,2009年6月2日（火）16:54:00,"NY金先物8月限（COMEX）（時間外取引）
東京時間16:54現在
1オンス＝971.90（-8.10　-0.83%）

2日のNY金先物、時間外取引は軟調に推移。きのうのロンドンタイムでは一時990ドル台に乗せた場面も見られたが、その後は上値の重さも目立った。本日はロンドンタイム序盤からドル買いが強まったことで、金相場を圧迫している。また、原油同様、利益確定の動きもあるようだ。",,,,,,,,,,,,,,
