head,date,text,景気,物価,金利,マネーサプライ,貿易収支,雇用,個人消費,介入,要人発言,他通貨,石油,政治,株,債権
NY市場　米株マイナス圏に反落、円買い圧力に,2009年2月3日（火）23:46:00,"NY株式市場のオープニングは神経質な値動きを示している。ダウ平均先物は寄り付きから買いが先行したものの、現在はマイナス圏へと反落している。クロス円も株にらみで右往左往しており、ポンド円は一時128円乗せへと上昇していたが、現在は127.40近辺へと押し戻されている。ユーロ円は115円台前半での振幅相場となっている。また、ドル相場は依然として売りが先行しており、ドル円は89円を割り込んできた。

EUR/JPY　115.06　GBP/JPY　127.38　USD/JPY 88.98",,,,,,,,,,,,,,
まもなく米中古住宅販売成約指数の発表,2009年2月3日（火）23:50:00,"この後、東京時間4日零時には12月の中古住宅販売成約指数が発表される。予想は前月比変わらずで、前回の-4.0％からは改善するとの見方だ。

＊中古住宅販売成約指数（12月）4日0:00
予想　0.0%　前回　-4.0%（前月比）",,,,,,,,,,,,,,
NY市場　ユーロポンド0.90台で振幅、方向感定まらず,2009年2月3日（火）23:56:00,"NY市場序盤、ドル売りが先行するなかでクロス取引は方向感が定まらない展開。ユーロポンドは一時0.9080台へと買い進まれたが、現在は0.9020台へと反落している。今週は英欧政策金利発表を控えており、ユーロポンドは思惑で振れやすい状況だ。

EUR/GBP　0.9024",,,,,,,,,,,,,,
米経済指標（中古住宅販売成約指数）,2009年2月4日（水）00:01:00,"＊中古住宅販売成約指数（12月）4日0:00
結果　6.3%
予想　0.0%　前回　-3.7%（前月比）（-4.0%から修正）",,,,,,,,,,,,,,
NY市場　中古住宅販売成約は予想以上の伸び、円売りの反応,2009年2月4日（水）00:06:00,"12月の中古住宅販売成約指数は+6.3％と市場予想を上回る伸びとなった。この結果をうけて、米株が上昇、ダウ平均は一時プラス圏を回復した。為替は円売りの反応を示し、ドル円は一時89.20レベル、ユーロ円は115.40レベルへと反発した。ただ、株式市場の反応が限定的であることから円売りも小幅に留まっている。

USD/JPY　89.07　EUR/JPY　115.17　GBP/JPY　127.64",,,,,,,,,,,,,,
NY市場　各国中銀、FRBとの通貨スワップ協定を延長へ,2009年2月4日（水）00:15:00,"ECB、英中銀、日銀、カナダ中銀、スイス中銀など主要中銀がFRBとの通貨スワップ協定を10月末まで延長するとの発表が相次いでいる。各国のドル資金供給を確保するものとして株式市場は好感しており、ダウ平均は前日比25ポイント高水準へと再びプラス圏入り。為替市場ではクロス円が上昇、ドル円以外の通貨でのドル売りが進行している。ユーロ円は再び115.50レベルへ上昇、ユーロドルは1.30手前へと上値を伸ばしている。

EUR/JPY　115.50　GBP/JPY　127.98
EUR/USD　1.2988　GBP/USD　1.4387　USD/JPY　88.91",,,,,,,,,,,,,,
（修正）NY市場　FRB、各国中銀との通貨スワップ協定を延長へ,2009年2月4日（水）00:18:00,"※タイトルおよび本文の表現を修正しました。

FRBがECB、英中銀、日銀、カナダ中銀、スイス中銀など主要13中銀との通貨スワップ協定を10月末まで延長すると発表した。各国のドル資金供給を確保するものとして株式市場は好感しており、ダウ平均は前日比25ポイント高水準へと再びプラス圏入り。為替市場ではクロス円が上昇、ドル円以外の通貨でのドル売りが進行している。ユーロ円は再び115.50レベルへ上昇、ユーロドルは1.30手前へと上値を伸ばしている。

EUR/JPY　115.50　GBP/JPY　127.98",,,,,,,,,,,,,,
NY市場　ドル円軟調、株価にらみで,2009年2月4日（水）00:27:00,"ドル円が88.60レベルへと下落、本日の安値をつけている。89.90割れ水準からストップを巻き込む売りが観測された。米株の上値が再び重くなっており、ダウ平均がマイナス圏へと下げている。また、オプションの行使期限を通過してガンマ取引の縛りが解けたことも影響した模様。

USD/JPY　88.64",,,,,,,,,,,,,,
NY市場　カナダ軟調、クロス取引で,2009年2月4日（水）00:35:00,"市場全体でドル売りが強まったことで、ドルカナダも1.25レベルから1.23台後半へと下落した。しかし、ドル以外の通貨に対してはカナダ安が目立っている。カナダ円は71.50-60レベルとロンドン序盤の安値近辺へと軟化、ユーロカナダは1.6080-90レベルと本日の高値を更新している。米株が軟調なことで、北米経済全体への懸念が広がった格好だ。

CAD/JPY　71.65　EUR/CAD　1.6075　USD/CAD　1.2390",,,,,,,,,,,,,,
NY市場　英財務相、英住宅市場は金融危機で他国より深刻に,2009年2月4日（水）00:53:00,"ダーリング英財務相の発言が伝わっている。英住宅市場は金融危機で他の諸国よりも深刻な打撃を受けている、英経済は厳しい下降局面の直面している、中小金融機関の統合が進むだろう、などかなり悲観的だ。ただ、ポンド相場の反応はあまりみられていない。ポンドドル1.43台前半、ポンド円127円台後半での推移。

GBP/USD　1.4336　GBP/JPY　127.72　EUR/GBP　0.9046",,,,,,,,,,,,,,
NY市場　他金融市場　1時台　米国債利回り上昇,2009年2月4日（水）01:00:00,"NY株式3日（NY時間11:00）
ダウ平均　　　7961.04（+24.21　+0.30%）
S&P500;　　　　828.23（+2.79　+0.34%）
ナスダック　　　1496.58（+2.15　+0.15%）

CME日経平均先物　7935（大証終比：+165　+2.12%）

出来高（億株）
NYSE　　　　3.14
ナスダック　5.77

欧州株式3日（GMT16:00）
英FT100　 4146.86（+69.08　+1.66%）
独DAX　　4348.15（+77.11　+1.78%）
仏CAC40　 2971.79（+41.74　+1.40%）

米国債利回り（NY時間11:00）
2年債　 　0.915（+0.024）
10年債　　2.826（+0.103）
30年債　　3.589（+0.115）

各国10年債
ユーロ圏　3.297（+0.013）
英　国　　3.731（+0.035）
カナダ　　3.026（+0.031）
豪　州　　4.220（+0.122）
日　本　　1.305（+0.006）

NY原油・金
NY原油先物3月限（WTI）（NY時間11:00）
1バレル＝40.35（+0.27　+0.67%）
NY金先物2月限（COMEX）
1オンス＝903.60（-3.10　-0.34%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,
NY市場　円安の動き、米株底堅い推移で,2009年2月4日（水）01:10:00,"米株がプラス圏での取引に落ち着いてきたことで、円売りの動きが強まっている。ユーロ円は115.90レベル、ポンド円は128.40レベルと高値を伸ばしている。ドル円も89.25近辺へと反発、NY序盤のドル安を消す動きに。ダウ平均は前日比63ドル高。

USD/JPY　89.24　EUR/JPY　115.90　GBP/JPY　128.38",,,,,,,,,,,,,,
NY市場　FRB議長、下院議長と本日会談へ,2009年2月4日（水）01:16:00,"バーナンキFRB議長がペロシ米下院議長と本日、会談すると報じられている。時刻は米東部標準時午後2:30（日本時間4日4:30）の予定。米金融安定化策についての話し合いとなる模様。米株式市場は全般に堅調となっており、期待感もあるようだ。ユーロ円は116円台に乗せており、本日の高値を更新している。

USD/JPY　89.16　EUR/JPY　116.02　GBP/JPY　128.33",,,,,,,,,,,,,,
NY市場　米大統領、商務長官にグレッグ共和党上院議員を指名,2009年2月4日（水）01:20:00,"オバマ大統領が、商務長官としてグレッグ共和党上院議員を指名したと報じられている。為替市場では引き続きドル売り圧力が強く、ユーロドルは1.3015-20レベル、ポンドドルは1.4400-05レベルへと高値を更新している。

EUR/USD　1.3017　GBP/ISD　1.4404　USD/JPY　89.14",,,,,,,,,,,,,,
NY原油・金　原油堅調、OPECの減産観測で,2009年2月4日（水）01:30:00,"NY原油先物3月限（WTI）（NY時間11:26）
1バレル＝40.96（+0.88　+2.20%）
NY金先物2月限（COMEX）
1オンス＝905.60（-1.10　-0.12%）

原油市況が低水準に推移すれば、3月のOPEC総会で一段の減産との観測が広がっている。原油先物は一時41ドル台に乗せた。",,,,,,,,,,,,,,
NY市場　米株の上昇一服で、円売りにも反動,2009年2月4日（水）01:53:00,"米株の上昇が一段落したことで、円安の動きも弱まっている。ポンド円は129円手前まで上昇していたが、一時128円割れまで反落、ユーロ円も116円台半ばから115.80-90レベルまで下げる場面があった。

ダウ平均は8000ドル近辺まで上昇したが、再び7960レベルまで押し下げられている。8000ドルを巡る攻防が続いている。

EUR/JPY　116.00　GBP/JPY　128.26　USD/JPY　89.16",,,,,,,,,,,,,,
NY市場　他金融市場　2時台　米株上げ幅縮小,2009年2月4日（水）02:05:00,"NY株式3日（NY時間12:05）
ダウ平均　　　7963.67（+26.84　+0.34%）
S&P500;　　　　828.37（+2.93　+0.35%）
ナスダック　　　1497.76（+3.33　+0.23%）

CME日経平均先物　7965（大証終比：+195　+2.51%）

出来高（億株）
NYSE　　　　4.63
ナスダック　8.50

欧州株式3日（GMT17:05）
英FT100　 4164.46（+86.68　+2.09%）
独DAX　　4374.96（+103.92　+2.40%）
仏CAC40　 2982.39（+52.34　+1.76%）

米国債利回り（NY時間12:05）
2年債　 　0.931（+0.040）
10年債　　2.838（+0.115）
30年債　　3.598（+0.124）

各国10年債
ユーロ圏　3.345（+0.061）
英　国　　3.747（+0.051）
カナダ　　3.034（+0.039）
豪　州　　4.220（+0.122）
日　本　　1.305（+0.006）

NY原油・金
NY原油先物3月限（WTI）（NY時間12:05）
1バレル＝40.50（+0.42　+1.05%）
NY金先物2月限（COMEX）
1オンス＝892.50（-14.20　-1.57%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,
NY市場　米下院金融サービス委員会、来週金融機関の公聴会を開催へ,2009年2月4日（水）02:21:00,"米下院金融サービス委員会で、資本注入された金融機関のCEO等に対して2月11日に公聴会を開くことが報じられている。本日のNY株式市場では金融株は総じて軟調に推移している。
ユーロドルは1.30をやや割り込んだ水準で取引されており、NY市場序盤からの上昇が落ち着いてきている。ドル円は89円台前半での推移。一時88円台後半へと軟化したが、米株の戻りで下げ一服の状況。

EUR/USD　1.2991　USD/JPY　89.10　GBP/USD　1.4382",,,,,,,,,,,,,,
欧州株　終値,2009年2月4日（水）02:41:00,"欧州株式3日（終値）
英FT100　 4164.46（+86.68　+2.09%）
独DAX　　4374.96（+103.92　+2.40%）
仏CAC40　 2982.39（+52.34　+1.76%）",,,,,,,,,,,,,,
NY市場　豪ドル円、一時58円台に乗せる,2009年2月4日（水）02:45:00,"NY市場では株価にらみの展開が続いている。豪ドル円もその例外ではなく、序盤は株価軟調に連動して57円割れまで小緩んだ。その後は株価上昇で58円乗せまで上昇して東京市場からの高値を更新する場面もあった。現在は57.50-60レベルで取引されている。豪ドル/ドルはクロス円に連動する動きで、一時0.65台乗せまであった。東京午前の安値か約200ポイント上昇したことになる。現在は0.6450近辺で推移。豪中銀は政策金利を100bp引き下げ3.25％とした。隣国ニュージーランドは先週150bpの利下げで政策金利を3.5％としていた。豪ドル/NZドルは豪政策金利の引き下げ幅がニュージーランドを下回ったことで買われていた。NYタイムでは1.2650近辺で高止まり。

AUD/USD　0.6457　AUD/JPY　57.68　AUD/NZD　1.2650",,,,,,,,,,,,,,
NY市場　ダシェル氏、米厚生長官指名を辞退、大統領は遺憾の意,2009年2月4日（水）03:00:00,"米厚生長官に指名されていたダシェル氏が辞退を表明した。オバマ大統領はこれを受諾するとともに遺憾の意を表明した。ダシェル氏には納税問題が指摘されていた。また、トヨタは1月の米自動車販売が34.4％減少したと発表した。いずれのニュースにも為替および米株式市場の反応は薄い。

USD/JPY　89.21　EUR/JPY　115.45　EUR/USD　1.2942",,,,,,,,,,,,,,
NY市場　他金融市場　3時台　原油上げ幅無くす,2009年2月4日（水）03:05:00,"NY株式3日（NY時間13:05）
ダウ平均　　　7952.20（+15.37　+0.19%）
S&P500;　　　　825.49（+0.05　+0.01%）
ナスダック　　　1491.14（-3.29　-0.22%）

CME日経平均先物　7925（大証終比：+155　+1.99%）

出来高（億株）
NYSE　　　　5.76
ナスダック　10.35

欧州株式3日終値
英FT100　 4164.46（+86.68　+2.09%）
独DAX　　4374.96（+103.92　+2.40%）
仏CAC40　 2982.39（+52.34　+1.76%）

米国債利回り（NY時間13:05）
2年債　 　0.931（+0.040）
10年債　　2.815（+0.093）
30年債　　3.579（+0.104）

各国10年債
ユーロ圏　3.335（+0.052）
英　国　　3.747（+0.051）
カナダ　　3.049（+0.054）
豪　州　　4.220（+0.122）
日　本　　1.305（+0.006）

NY原油・金
NY原油先物3月限（WTI）（NY時間13:05）
1バレル＝40.36（+0.28　+0.70%）
NY金先物2月限（COMEX）
1オンス＝897.00（-9.70　-1.07%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,
NY市場　米株は揉み合い、ドル円89円台前半で推移,2009年2月4日（水）03:38:00,"米株式市場が落ち着いた値動きになっていることで、為替相場も揉み合いになっている。ダウ平均は30から40ドル高水準、ナスダックは前日終値水準での取引が続いており、ドル円も89円台前半での揉み合いになっている。

USD/JPY　89.30　EUR/JPY　115.56　GBP/JPY　128.04",,,,,,,,,,,,,,
（修正）NY金　終値　1.6％安,2009年2月4日（水）04:06:00,"※限月を2月限に修正しました。  

NY金先物2月限（COMEX）（終値）
1オンス＝892.00（-14.70　-1.62%）",,,,,,,,,,,,,,
NY市場　他金融市場　4時台　ダウ平均8000ドルの大台回復,2009年2月4日（水）04:13:00,"NY株式3日（NY時間14:11）
ダウ平均　　　8041.24（+104.41　+1.32%）
S&P500;　　　　834.34（+8.90　+1.08%）
ナスダック　　　1505.69（+11.26　+0.75%）

CME日経平均先物　8005（大証終比：+235　+3.02%）

出来高（億株）
NYSE　　　　7.12
ナスダック　12.55

欧州株式3日終値
英FT100　 4164.46（+86.68　+2.13%）
独DAX　　4374.96（+103.92　+2.43%）
仏CAC40　 2982.39（+52.34　+1.79%）

米国債利回り（NY時間14:11）
2年債　 　0.931（+0.040）
10年債　　2.817（+0.094）
30年債　　3.593（+0.119）

各国10年債
ユーロ圏　3.335（+0.052）
英　国　　3.749（+0.053）
カナダ　　3.038（+0.043）
豪　州　　4.220（+0.122）
日　本　　1.305（+0.006）

NY原油・金
NY原油先物3月限（WTI）（NY時間14:11）
1バレル＝40.55（+0.47　+1.17%）
NY金先物4月限（COMEX）
1オンス＝894.90（-12.30　-1.36%）

※金の中心限月が2月から4月へと交代しました。

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,
NY市場　ダウ平均8000ドル台回復、ユーロ円116円台乗せる,2009年2月4日（水）04:19:00,"ダウ平均が前日比100ポイント超上昇、8000ドルの大台にしっかり乗せてきた。ユーロ円が115円台半ばから116円台に乗せるなど円売りの反応が強まっている。ポンド円も128円近辺から128円台半ばへ上昇した。この動きに連動してユーロドルは1.2950レベルでの揉み合いから再び1.30台を回復、ポンドドルも1.44台に乗せている。ただ、ドル円は89.20近辺と値動きが鈍い。

EUR/JPY　116.09　EUR/USD　1.3015",,,,,,,,,,,,,,
NY市場　オセアニア通貨堅調、本日の高値更新,2009年2月4日（水）04:25:00,"米株の上昇に伴いオセアニア通貨買いが活発化している。豪ドル円は58.20レベル、豪ドル/ドルは0.6530レベルと本日の高値を更新した。NZドル円も45.90近辺、NZドル/ドルは0.5140レベルと高値水準で取引されている。両通貨とも政策金利引き下げのイベントが終了したばかりで、リスク要因が軽減したところだ。

AUD/JPY　58.13　AUD/USD　0.6521　NZD/JPY　45.73　NZD/USD　0.5130",,,,,,,,,,,,,,
NY市場　1月の米自動車販売、26年来の落ち込みに,2009年2月4日（水）04:53:00,"各社の1月米自動車販売が発表された。GMは前年同月比49％、フォードは39％の落ち込みとなった。本邦勢もトヨタが32％、ホンダが28％の低下と不振だった。1月の米自動車販売は1982年来、約26年ぶりの低水準となった。ただ、株価の反応は鈍く、GM株はむしろ底堅い動きをみせていた。ダウ平均は8000ドルの大台を回復しており、前日比120ドル高と堅調で、あまり自動車販売の落ち込みの影響はみられていない。

EUR/JPY　116.10　GBP/USD　128.80　USD/JPY　89.20",,,,,,,,,,,,,,
NY原油　終値　1.7％高,2009年2月4日（水）04:56:00,"NY原油先物3月限（WTI）（終値）
1バレル＝40.78（+0.70　+1.75%）",,,,,,,,,,,,,,
NY市場　他金融市場　5時台　米株本日高値更新,2009年2月4日（水）05:11:00,"NY市場　他金融市場　5時台
NY株式3日（NY時間15:10）
ダウ平均　　　8088.00（+151.17　+1.90%）
S&P500;　　　　839.77（+14.33　+1.74%）
ナスダック　　　1514.53（+20.10　+1.34%）

CME日経平均先物　8045（大証終比：+275　+3.53%）

出来高（億株）
NYSE　　　　8.81
ナスダック　15.60

欧州株式3日終値
英FT100　 4164.46（+86.68　+2.13%）
独DAX　　4374.96（+103.92　+2.43%）
仏CAC40　 2982.39（+52.34　+1.79%）

米国債利回り（NY時間15:10）
2年債　 　0.939（+0.048）
10年債　　2.843（+0.121）
30年債　　3.624（+0.150）

各国10年債
ユーロ圏　3.335（+0.052）
英　国　　3.749（+0.053）
カナダ　　3.047（+0.052）
豪　州　　4.220（+0.122）
日　本　　1.305（+0.006）

NY原油・金
NY原油先物3月限（WTI）（NY時間15:10）
1バレル＝41.07（+0.99　+2.47%）
NY金先物4月限（COMEX）
1オンス＝898.70（-8.50　-0.94%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,
NY市場　ポンド円129円台乗せ、米株堅調で,2009年2月4日（水）05:28:00,"米株が上値を追う展開となっていることで、為替市場では円売り圧力が強まった。ポンド円は129.10レベルと大台に乗せて高値更新。ユーロ円も116.40レベルと高値に並んでいる。ダウ平均は前日比170ドル高の8100ドル台乗せと好調だ。

GBP/JPY　129.10　EUR/JPY　116.34　
GBP/USD　1.4464　EUR/USD　1.3036　USD/JPY　89.24",,,,,,,,,,,,,,
NY原油・金　原油堅調、金は利食いに押される,2009年2月4日（水）05:40:00,"NY原油先物3月限（WTI）（終値）
1バレル＝40.78（+0.70　+1.75%）
NY金先物2月限（COMEX）（終値）
1オンス＝892.00（-14.70　-1.62%）  

4日のNY市場では原油と金が対照的な値動きとなった。
原油先物は3月に開かれる次回のOPEC総会での減産見通しや、米石油精製会社でのストライキ懸念から需給がタイトになるとの見方が広がった。原油先物が一時41ドル近辺へと上昇し、40.78ドルと高値圏で取引を終了した。
一方、金先物は限月交代でポジション調整や利益確定の動きに押され、892ドルと900ドルの大台を割り込んで引けた。",,,,,,,,,,,,,,
NY時間で伝わった発言・ニュース,2009年2月4日（水）06:06:00,"【経済指標結果】
【アメリカ】
＊中古住宅販売成約指数（12月）4日0:00
結果　6.3%
予想　0.0%　前回　-3.7%（-4.0%から修正）（前月比） 

【発言・ニュース】

＊FRB、各国中銀との通貨スワップ協定を延長へ
FRBはECB、英中銀、日銀、カナダ中銀、スイス中銀など
主要13中銀との通貨スワップ協定を10月末まで延長すると発表した。

＊ダーリング英財務相、英住宅市場は金融危機で他国より深刻に
英住宅市場は金融危機で他の諸国よりも深刻な打撃を受けている。
英経済は厳しい下降局面の直面している。
中小金融機関の統合が進むだろう。",,,,,,,,,,,,,,
S&P500;種　セクター別騰落率,2009年2月4日（水）06:20:00,"S&P500;種　セクター別騰落率
△△上昇率上位△△
 自動二輪車製造     15.7％
 住宅建設     11.7％
 パーソナル用品     6.6％
 総合小売り     6.1％
 航空貨物・物流サービス     6.1％
 家具・装飾小売り     5.8％
 電気部品・設備     5.3％
 建設資材     5.3％
 鉄鋼     5％
 石炭・消耗燃料     4.8％

▼▼下落率上位▼▼
 地方銀行     -7.7％
 他の各種金融サービス     -6.4％
 消費者金融     -5.7％
 民生用電子機器     -4.7％
 銀行     -4.5％
 ヘルスケア施設     -2.7％
 各種不動産投資信託     -2.5％
 マルチセクター持株会社     -2.5％
 オフィス不動産投資信託     -2.4％
 商業印刷     -2.2％
 総合保険     -2.2％
 店舗用不動産投信     -1.6％

＊数値は前日比％",,,,,,,,,,,,,,
NY株式　終値　ダウ平均は141ドル高,2009年2月4日（水）06:21:00,"NY株式3日（NY時間16:21）
ダウ平均　　　8078.36（+141.53　+1.78%）
S&P500;　　　　838.51（+13.07　+1.58%）
ナスダック　　　1516.30（+21.87　+1.46%）

CME日経平均先物　7960（大証終比：+190　+2.44%）

出来高（億株）
NYSE　　　　13.54
ナスダック　20.94",,,,,,,,,,,,,,
NY株式　終値　堅調に推移、ダウ平均は一時8100ドル台乗せ,2009年2月4日（水）06:36:00,"NY株式3日（NY時間16:21）
ダウ平均　　　8078.36（+141.53　+1.78%）
S&P500;　　　　838.51（+13.07　+1.58%）
ナスダック　　　1516.30（+21.87　+1.46%）

CME日経平均先物　7960（大証終比：+190　+2.44%）

出来高（億株）
NYSE　　　　13.54
ナスダック　20.94

3日のNY株式市場は堅調な推移だった。12月中古住宅販売成約指数が予想を上回る伸びだったことが好感され、ハイテク、製造業など幅広い銘柄に買いが入った。ただ、金融株が依然軟調なことに加え、自動車販売が26年来の落ち込みとなったことで自動車株は売られた。

ダウ採用銘柄では、シューマー上院議員がバッドバンク構想に否定的な発言をおこなったことで米シティーなど金融株が売られた。しかし、IBMなどハイテクが好調だったほか、メルク、ファイザーなど製薬メーカー、シェブロンなど石油関連など幅広く買われて指数を押し上げた。ダウ平均は8000ドルのレジスタンスを上抜けて一時8100ドル台で取引された。

ナスダックも上昇。グーグルが小幅安だった他は、マイクロソフトなど主力ハイテク株が買われた。

ダウ採用銘柄
J&J;　　　　　　　58.58（+0.89　+1.54%）
P&G;　　　　　　　53.91（+0.86　+1.62%）
デュポン　　　　　23.35（+0.70　+3.09%）
ボーイング　　 　42.09（+1.29　+3.16%）　
キャタピラー　　 29.99（-0.30　-0.99%）　
ユナイテッド　　 48.31（+0.77　+1.62%）　
アルコア　　　 　8.04（+0.35　+4.55%）　
HP　　　　　　 　36.10（+1.44　+4.15%）　
GE　　　　　 　　11.37（-0.25　-2.15%）　
3M　　　　　　 　51.64（+1.02　+2.02%）　
エクソンモビル　 78.12（+1.43　+1.86%）　
シェブロン　　 　71.64（+1.35　+1.92%）　
コカコーラ　　 　43.32（+1.08　+2.56%）　
ディズニー　　 　20.62（+0.42　+2.08%）　
マクドナルド　 　58.88（+0.98　+1.69%）　
ウォルマート　　47.81（+1.24　+2.66%）
ホームデポ　　　21.92（+0.35　+1.62%）
JPモルガン　　　24.05（-1.15　-4.56%）
シティG　　　　 3.46（-0.19　-5.21%）
バンカメ　　　　 5.30（-0.70　-11.67%）
アメックス　　　 16.09（-0.89　-5.24%）　
クラフト　　　　　　 28.74（+0.50　+1.77%）
IBM　　　　　　93.48（+2.55　+2.80%）
AT&T;　　　　　 25.37（+0.21　+0.83%）
ベライゾン　　　31.56（+0.97　+3.17%）
マイクロソフト　 18.50（+0.67　+3.76%）
インテル　　　 　13.73（+0.10　+0.73%）
ファイザー　　　15.20（+0.31　+2.08%）
メルク　　　　 　30.24（+1.81　+6.37%）
GM　　　　　 　2.85（-0.04　-1.38%）",,,,,,,,,,,,,,
ウォルト・ディズニー10-12月期　1株利益　0.45ドル,2009年2月4日（水）06:40:00,"1株利益は0.45ドル
項目除き1株利益は0.41ドル
アナリスト予測0.51ドル",,,,,,,,,,,,,,
NY債券　利回り上昇、株式好調で,2009年2月4日（水）06:41:00,"米国債利回り（NY時間16:22）
2年債　 　0.954（+0.064）
10年債　　2.868（+0.146）
30年債　　3.654（+0.180）
2-10年債	191

3日のNY債券市場、利回りは上昇した。中古住宅販売成約指数が予想外の伸びだったことや、NY株式市場の上昇に反応した。

10年債、2年債利回りはほぼ前々日の水準に戻している。2-10年債の利回り格差も191ポイントの拡大した。",,,,,,,,,,,,,,
NY為替概況　米株堅調、振幅しながらも円安に,2009年2月4日（水）06:45:00,3日のNY市場では、米株が堅調だったことで円安の動きが強まった。序盤はドル売りが先行した。ユーロドルは1.28台後半から1.30台半ばまで上昇、ドル円も89円台前半から一時88円台半ばまで値を下げた。特段のドル売り材料は無く前週にドル買いが強まったことに対する調整色が強かった。米株式市場の取引が活発化してからは、株価動向をにらんだ展開が続いた。序盤の神経質な揉み合いを経て上昇軌道に乗ると、ダウ平均が一時8000ドル台を回復する場面があった。円売りが強まり、ユーロ円が116円台半ば、ポンド円が129円手前まで上昇した。しかし、ダウ平均は8000ドル近辺からは伸び悩んで反落、ナスダック指数もマイナス圏に下落するなど株価の上昇が一服すると円売りも落ち着いた。ユーロ円115円台後半、ポンド円128円近辺での揉み合いとなった。ドル円も89円台前半に戻して膠着相場となった。ユーロドルは1.29台前半へ、ポンドドルは1.43台前半へと序盤の上げ幅を縮小した。米下院金融サービス委員会は2月11日に資本注入した銀行のCEOを呼んで公聴会を開くと発表、さらにダシェル氏が米厚生長官指名を辞退、との報道もあったが市場では材料視されなかった。取引後半にダウ平均が8000ドルの大台をしっかりと回復したことで、再び円売りが強まり、ユーロ円は116円台前半、ポンド円128円台後半へと上昇した。ただ、ドル円は89円台前半での揉み合いを続けた。1月の米自動車販売は12月と同様に不振が報じられたが株高の勢いは衰えず。NY市場は、米株式動向に振り回される展開だった。,,,,,,,,,,,,,,
NY為替概況　中古住宅販売成約は予想以上の伸び、円売りの反応,2009年2月4日（水）06:46:00,12月の中古住宅販売成約指数は+6.3％と市場予想を上回る伸びだった。プラスの伸びになったのは08年8月以来。この結果をうけて、米株が上昇、ダウ平均は一時プラス圏を回復した。為替は円売りの反応を示し、ドル円は一時89.20レベル、ユーロ円は115.40レベルへと反発した。ただ、発表直後は株式市場の反応が限定的であることから円売りは小幅に留まっていた。,,,,,,,,,,,,,,
"
NY為替概況　FRB、各国中銀との通貨スワップ協定を延長へ",2009年2月4日（水）06:48:00,FRBがECB、英中銀、日銀、カナダ中銀、スイス中銀など主要13中銀との通貨スワップ協定を10月末まで延長すると発表した。各国のドル資金供給を確保するものとして株式市場は好感し、ダウ平均は前日比25ポイント高水準へと再びプラス圏入り。為替市場ではクロス円が上昇、ドル円以外の通貨でのドル売りが進行した。ユーロ円は115.50レベルへ上昇、ユーロドルは1.30近辺へと上値を伸ばす反応を示した。,,,,,,,,,,,,,,
NY為替概況　英財務相、英住宅市場は金融危機で他国より深刻に,2009年2月4日（水）06:50:00,ダーリング英財務相の発言が伝わった。英住宅市場は金融危機で他の諸国よりも深刻な打撃を受けている、英経済は厳しい下降局面の直面している、中小金融機関の統合が進むだろう、などかなり悲観的な内容。ただ、発表直後のポンド相場の反応はあまりみられず。報道後のポンドドルは1.43台前半、ポンド円は127円台後半で推移していた。,,,,,,,,,,,,,,
本日の予定【経済指標】,2009年2月4日（水）07:31:00,"【オーストラリア】
＊小売売上高（12月）9:30
予想　0.3%　前回　0.1%（前月比）

【ユーロ圏】
＊ドイツ非製造業PMI・確報値(購買担当者指数)（1月）17:55
予想　45.4　前回　45.4

＊ユーロ圏非製造業PMI・確報値（購買担当者指数）（1月）18:00
予想　42.5　前回　42.5

＊ユーロ圏小売売上高（12月）19:00
予想　-0.2%　前回　0.6%（前月比）
予想　-1.4%　前回　-1.5%（前年比）

【イギリス】
＊CIPS非製造業PMI（購買担当者指数）（1月）18:30
予想　40.3　前回　40.2

【アメリカ】
＊ADP雇用者数（1月）22:15
予想　530千人減　前回　693千人減（前月比）

＊ISM非製造業景気指数（1月）5日0:00
予想　39.0　前回　40.1（40.6から修正）

【南アフリカ】
＊南ア中銀政策金利　時刻未定
予想　10.50%　現行　11.50%

【ニュージーランド】
＊失業率（第4四半期）5日6:45
予想　4.6%　前回　4.2%",,,,,,,,,,,,,,
本日の予定【発言・イベント】,2009年2月4日（水）07:37:00,"4日
英中銀金融政策委員会（5日まで）
ノルウェー中銀金利決定（22:00金利発表）

5日
0:30　米週間石油在庫統計",,,,,,,,,,,,,,
