head,date,text,景気,物価,金利,マネーサプライ,貿易収支,雇用,個人消費,介入,要人発言,他通貨,石油,政治,株,債権
NY市場　他金融市場　0時台　米債利回り低下,2009年5月9日（土）00:03:00,"NY株式8日（NY時間11:03）
ダウ平均　　　8502.09（+92.24　+1.10%）
S&P500;　　　　917.82（+10.43　+1.15%）
ナスダック　　　1718.83（+2.59　+0.15%）

CME日経平均先物　9515（大証終比：+55　+0.58%）

出来高（億株）
NYSE　　　　5.37
ナスダック　11.41

欧州株式8日（GMT15:03）
英FT100　 4480.79（+82.11　+1.87%）
独DAX　　4931.90（+127.80　+2.66%）
仏CAC40　 3310.66（+59.14　+1.82%）

米国債利回り（NY時間11:03）
2年債　 　0.963（-0.032）
10年債　　3.274（-0.060）
30年債　　4.249（-0.057）

各国10年債
ユーロ圏　3.429（+0.049）
英　国　　3.716（+0.038）
カナダ　　3.168（+0.026）
豪　州　　4.967（+0.064）
日　本　　1.455（+0.033）

NY原油・金
NY原油先物6月限（WTI）（NY時間11:03）
1バレル＝57.54（+0.83　+1.46%）
NY金先物6月限（COMEX）
1オンス＝911.70（-3.80　-0.42%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,
NY金　5日線の上は維持,2009年5月9日（土）00:24:00,"NY金先物6月限（COMEX）
1オンス＝911.80（-3.70　-0.40%）  

8日のNY金先物相場は小幅安となっている。米雇用統計発表後売りが強まり、6月限は920ドル近辺から一時905ドル台まで急速に下げた。雇用統計の結果を受け、米債利回りも低下したが、先行きのインフレ懸念が和らいだことも、インフレヘッジとして買われていた金の利益確定売りに繋がった面も。ただ、5日移動平均線を割り込むと買いも入るようで、下げ渋る動きも見えている。本日の5日線は908.70ドル近辺。",,,,,,,,,,,,,,
NY市場　オバマ大統領　更なる雇用悪化も、状況は進展している,2009年5月9日（土）00:53:00,"ダウ平均は上げ幅を縮小しているものの、一方で底堅い動きも見せていることで、一時1.3470近辺に下落していたユーロドルも再び1.35近辺に戻している。依然として200日線の上は維持している状況。

オバマ米大統領のきょう発表になった雇用統計に関するコメントが伝わっている。結果は幾分励まされる内容だが、なお冷え込んだ状態ではある。この先、更に雇用情勢は悪化が予想されるが、状況は改善に向かって進展、経済エンジンのギアはゆっくりと回復に向かい始めていると述べた。

EUR/USD　1.3497",,,,,,,,,,,,,,
NY株式　ダウ平均の上げ幅は再び100ドル超に,2009年5月9日（土）00:54:00,"NY株式8日（NY時間11:53）
ダウ平均　　　8511.41（+101.56　+1.21%）
S&P500;　　　　919.85（+12.46　+1.37%）
ナスダック　　　1721.36（+5.12　+0.30%）

CME日経平均先物　9500（大証終比：+40　+0.42%）",,,,,,,,,,,,,,
NY市場　他金融市場　1時台　米株再び上値を目指す,2009年5月9日（土）01:13:00,"NY株式8日（NY時間12:13）
ダウ平均　　　8535.38（+125.53　+1.49%）
S&P500;　　　　922.91（+15.52　+1.71%）
ナスダック　　　1726.46（+10.22　+0.60%）

CME日経平均先物　9535（大証終比：+75　+0.79%）

出来高（億株）
NYSE　　　　7.40
ナスダック　15.70

欧州株式8日（GMT16:13）
英FT100　 4462.09（+63.41　+1.44%）
独DAX　　4913.90（+109.80　+2.29%）
仏CAC40　 3312.59（+61.07　+1.88%）

米国債利回り（NY時間12:13）
2年債　 　0.971（-0.024）
10年債　　3.273（-0.062）
30年債　　4.255（-0.051）

各国10年債
ユーロ圏　3.443（+0.063）
英　国　　3.726（+0.048）
カナダ　　3.160（+0.018）
豪　州　　4.967（+0.064）
日　本　　1.455（+0.033）

NY原油・金
NY原油先物6月限（WTI）（NY時間12:13）
1バレル＝57.81（+1.10　+1.94%）
NY金先物6月限（COMEX）
1オンス＝909.40（-6.10　-0.67%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,
NY市場　次第にドル売りの動き,2009年5月9日（土）01:31:00,"為替市場は景気への期待感が高まると、ドル売りという動きが定着化している。米国の株価や指標が強い動きを示すと、逆にドル売りの動きが出る。米国の悪化は自国以上に他国に大きく響くというロジックがあるのかもしれない。

利益確定売りも一巡したのだろう、ダウ平均の上げ幅が再び100ドルを超えてきて、呼応するようにユーロやポンドの買いが強まっている。ユーロドルは、きょうの雇用統計発表後に上値を抑えられた1.3520水準を突破し、ストップを巻き込んで1.3540近辺まで一時上昇した。

一部米銀ではテクニカル的に、ユーロドルは2月の高値1.3740、ポンドドルは1月の高値、1.5375を目指すとの指摘も出ているようだ。

EUR/USD　1.3548",,,,,,,,,,,,,,
欧州株　終値,2009年5月9日（土）01:40:00,"欧州株式8日終値
英FT100　 4462.09（+63.41　+1.44%）
独DAX　　4913.90（+109.80　+2.29%）
仏CAC40　 3312.59（+61.07　+1.88%）",,,,,,,,,,,,,,
NY市場　ガイトナー長官　クライスラーの事例、GM破たんを意味しない,2009年5月9日（土）01:50:00,"NY時間の後半に入って、利益確定売りに押されていた株価が、再び上値を目指す動きとなっていることで、為替市場ではドル売りの動きが優勢となっており、ドル円は98.80近辺、ユーロドルは1.3560、ドルカナダは1.1550近辺にドル売りが進んでいる。

ガイトナー米財務長官のロイターテレビでの発言が伝わっており、米GM系金融会社のGMACは追加公的資金が必要になる可能性を示唆する一方、クライスラーの事例が、GMの破たんを必ずしも意味しないとも述べていた。また、失業率については、当面上昇を続ける公算で、09年下期には鈍化する見込みとしている。現時点では、金融安定化で追加資金を議会に求める必要性はないとの見解も示している。

USD/JPY　98.80　EUR/USD　1.3542　USD/CAD　1.1565",,,,,,,,,,,,,,
NY原油　底堅く推移,2009年5月9日（土）02:12:00,"NY原油先物6月限（WTI）（終値）
1バレル＝56.71（+0.37　+0.66%） 

8日のNY原油先物相場は底堅く推移している。雇用統計発表後、58ドル台を回復していたが、戻り売り圧力も強く、57ドル台半ばに伸び悩んでいた。しかし、NY時間の後半になって、伸び悩んでいた株価が再び上値を目指す動きとなっていることから、買い戻しも出ている。

前日は一時58.50近辺に上昇したものの、その後利益確定売りに押される展開となっていた。チャート的には、ローソク足は長い上髭をつけて終えており、きょうの動きが注目されたが、5日線にしっかりとサポートされ、底堅い動きを続けている。",,,,,,,,,,,,,,
NY市場　他金融市場　2時台　ダウ平均、本日の高値圏で推移,2009年5月9日（土）02:13:00,"NY株式8日（NY時間13:07）
ダウ平均　　　8541.75（+131.90　+1.57%）
S&P500;　　　　925.27（+17.88　+1.97%）
ナスダック　　　1733.79（+17.55　+1.02%）

CME日経平均先物　9550（大証終比：+90　+0.95%）

出来高（億株）
NYSE　　　　8.85
ナスダック　18.61

欧州株式8日（GMT17:07）
英FT100　 4462.09（+63.41　+1.44%）
独DAX　　4913.90（+109.80　+2.29%）
仏CAC40　 3312.59（+61.07　+1.88%）

米国債利回り（NY時間13:07）
2年債　 　0.971（-0.024）
10年債　　3.293（-0.041）
30年債　　4.274（-0.032）

各国10年債
ユーロ圏　3.447（+0.066）
英　国　　3.726（+0.048）
カナダ　　3.168（+0.026）
豪　州　　4.967（+0.064）
日　本　　1.455（+0.033）

NY原油・金
NY原油先物6月限（WTI）（NY時間13:07）
1バレル＝57.94（+1.23　+2.17%）
NY金先物6月限（COMEX）
1オンス＝913.60（-1.90　-0.21%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,
NY金　下げ渋る動き　来週も上昇を期待する向き多い,2009年5月9日（土）02:30:00,"NY金先物6月限（COMEX）
1オンス＝911.80（-3.70　-0.40%）  

8日のNY金先物相場は、なおマイナス圏で推移しているものの下げ渋る動きも出てきている。NY時間の後半になって、株価が再び上値追いの動きも見せていることがサポート。今週は50日線を越えて上昇してきており、テクニカル的には来週も上値を試すと見ている向きも多いようだ。各国中銀が大胆な金融緩和策を打ち出しており、将来的なインフレへの不安も一部で強まってきている。安全資産としての金へのニーズから、将来的なインフレヘッジとしての需要が強まりつつあるようだ。",,,,,,,,,,,,,,
NY市場　景気は年内収束との見方妥当,2009年5月9日（土）02:38:00,"株価が再び強い動きを示していることから、ユーロを中心に欧州通貨やポンドが買われ、ドルは売り優勢となっている。ユーロドルは1.35台半ばでの動き、ポンドドルも1.5130近辺と、本日の高値圏での推移となっている。

ラッカー・リッチモンド連銀総裁のコメントが伝わっており、雇用統計の結果については励まされる内容とし、いずれポジティブな結果を得ることを示唆する内容となるだろうと述べた。また、景気については、年内収束との見方が妥当としている。

EUR/USD　1.3567　GBP/USD　1.5143",,,,,,,,,,,,,,
NY金　終値　ほぼ変わらず,2009年5月9日（土）02:58:00,"NY金先物6月限（COMEX）（終値）
1オンス＝914.90（-0.60　-0.07%）",,,,,,,,,,,,,,
NY市場　他金融市場　3時台　ダウ平均上げ幅拡大,2009年5月9日（土）03:13:00,"NY株式8日（NY時間14:12）
ダウ平均　　　8554.26（+144.41　+1.72%）
S&P500;　　　　925.91（+18.52　+2.04%）
ナスダック　　　1733.04（+16.80　+0.98%）

CME日経平均先物　9555（大証終比：+95　+1.00%）

出来高（億株）
NYSE　　　　10.48
ナスダック　21.99

欧州株式8日終値
英FT100　 4462.09（+63.41　+1.44%）
独DAX　　4913.90（+109.80　+2.29%）
仏CAC40　 3312.59（+61.07　+1.88%）

米国債利回り（NY時間14:12）
2年債　 　0.963（-0.032）
10年債　　3.286（-0.048）
30年債　　4.266（-0.040）

各国10年債
ユーロ圏　3.447（+0.066）
英　国　　3.729（+0.052）
カナダ　　3.159（+0.017）
豪　州　　4.967（+0.064）
日　本　　1.455（+0.033）

NY原油・金
NY原油先物6月限（WTI）（NY時間14:12）
1バレル＝58.64（+1.93　+3.40%）
NY金先物6月限（COMEX）
1オンス＝915.70（+0.20　+0.02%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,
（修正）NY市場　カナダ　予想外の雇用増は一時的との見方が大勢,2009年5月9日（土）03:42:00,"全体的にドル安の動きが強まっており、カナダは対ドルでは買い優勢の展開となっており、ドルカナダは本日の安値圏での推移となっている。ただ、対ユーロ、対豪ドルでは軟調な動きも示しており、きょうは勢いが一服といった面も見られる。

きょう発表になったカナダの雇用統計は予想外の雇用増加となり、発表後、カナダは買いが強まった。世界的な景気後退から、木材や商品市況価格が下落する中、かなり意外な数字となった。エコノミストの多くは、今回の数字がカナダの雇用情勢の底打ちと見ている向きは少なく、一時的な現象と捕らえている。しかし、悪化が鈍化してきているのではとの見方も多く、期待感は高めたようだ。

USD/CAD　1.1514　CAD/JPY　85.42",,,,,,,,,,,,,,
NY市場　ユーロドル1.36台に上昇,2009年5月9日（土）03:53:00,"ダウ平均の上げ幅拡大と伴に、ユーロは買いの勢いを強めている。きょうは、NY時間に入って、一本調子の上げを見せており、1.3525、1.3550、1.3600付近に観測されていたレジスタンスを次々と突破している。ボリンジャーバンド（21日・2標準偏差）上限に再び到達、バンドを押し上げる動きとなっている。2月高値である1.3740水準が次の目標となるが、ここを抜けるようであれば、昨年末の1.45台の可能性も出てきそうだ。

EUR/USD　1.3623",,,,,,,,,,,,,,
NY市場　通信業界のM&A;の話題も材料視,2009年5月9日（土）04:19:00,"NY時間の終盤になって、株価が上値追いの動きを示す中、呼応する形で為替市場ではドル安が強まっている。特にユーロドルの上昇が目立っており、ユーロドルは1.36台に上昇、3月26日以来の水準に上昇している。

この動きのきっかけに通信業界のM&A;の話題も一役買っているようだ。通信最大手AT&T;が携帯大手のベライゾンが昨年6月に買収したオーテルの大部分の買収を試みていることが明らかとなった。オーテルの資産を24に分割、そのうちの18を25億ドルで買いとるというもの。ベライゾンは残りの6を更にオークションにかけるという。

EUR/USD　1.3612　USD/JPY　98.45",,,,,,,,,,,,,,
NY原油　終値　3.3％高,2009年5月9日（土）04:20:00,"NY原油先物6月限（WTI）（終値）
1バレル＝58.63（+1.92　+3.39%）",,,,,,,,,,,,,,
NY市場　他金融市場　4時台　シカゴ日経平均先物9500円台回復,2009年5月9日（土）04:27:00,"NY株式8日（NY時間15:22）
ダウ平均　　　8550.11（+140.26　+1.67%）
S&P500;　　　　925.86（+18.47　+2.04%）
ナスダック　　　1735.81（+19.57　+1.14%）

CME日経平均先物　9545（大証終比：+85　+0.90%）

出来高（億株）
NYSE　　　　12.87
ナスダック　26.51

欧州株式8日終値
英FT100　 4462.09（+63.41　+1.44%）
独DAX　　4913.90（+109.80　+2.29%）
仏CAC40　 3312.59（+61.07　+1.88%）

米国債利回り（NY時間15:22）
2年債　 　0.979（-0.016）
10年債　　3.284（-0.050）
30年債　　4.270（-0.035）

各国10年債
ユーロ圏　3.447（+0.066）
英　国　　3.729（+0.052）
カナダ　　3.157（+0.015）
豪　州　　4.967（+0.064）
日　本　　1.455（+0.033）

NY原油・金　時間外取引
NY原油先物6月限（WTI）（NY時間15:22）
1バレル＝58.52（+1.81　+3.19%）
NY金先物6月限（COMEX）
1オンス＝915.30（-0.20　-0.02%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,
NY市場　中国駐米大使　しばらくドルが準備通貨　通貨バスケットは学究的テーマ,2009年5月9日（土）04:42:00,"NY時間の終盤になって、株高から、ドル売り優勢の展開が続いており、ドル円は一時98.35近辺まで下落している。クロス円は堅調な動きを示しているものの、ドル売りが勝っているようだ。

ドルの準備通貨としての信認が話題となっているが、周文重中駐米大使はシカゴでの講演で、しばらく、ドルは世界の準備通貨としての位置を存続する。ドルが通貨バスケットに取って代わりという見解を持っている人も多いが、それは未来に向けた学究的なテーマであると述べた。

USD/JPY　98.49",,,,,,,,,,,,,,
NY原油概況　半年ぶりの高値更新　,2009年5月9日（土）05:02:00,"NY原油先物6月限（WTI）（終値）
1バレル＝58.63（+1.92　+3.39%） 

8日のNY原油先物相場は終値ベースで58ドル台を回復、約半年振りの水準に上昇している。米雇用統計発表後、6月限は58ドル台を回復していたが、上値での戻り売り圧力も強く、また、高く始まった株価も伸び悩んだことから、57ドル台半ば下げた。しかし、NY時間の終盤にかけて、伸び悩んでいた株価が再び上値を目指す動きとなったことから、呼応して原油も買いが強まった。前日の高値58.50水準を突破している。

チャート的には、前日のローソク足は、長い上髭をつけて終えており、きょうの動きが注目されたが、5日線にしっかりとサポートされ、底堅い動きを続けている。景気底入れによる需要回復期待は根強いようだ。",,,,,,,,,,,,,,
NY金概況　5日ぶり小反落　来週も期待感強い,2009年5月9日（土）05:10:00,"NY金先物6月限（COMEX）（終値）
1オンス＝914.90（-0.60　-0.07%）   

8日のNY金先物相場は、5日ぶりに小幅に反落している。米雇用統計発表後、売りが強まり、6月限は920ドル近辺から一時905ドル台まで急速に下げていた。雇用統計の結果を受け、米債利回りも低下したが、将来のインフレ懸念が和らいだことも、インフレヘッジとして買われていた金の利益確定売りに繋がった面も。ただ、終盤にかけて、株価が上値追いの動きとなったことから、前日水準に下げ渋っている。

本日は5日線を一時、割り込む場面も見られたが、結局維持した格好となった。本日の5日線は908.70ドル近辺。

今週は50日線を越えて上昇、テクニカル的には来週も上値を試すと見ている向きも多いようだ。各国中銀が大胆な金融緩和策を打ち出しており、将来的なインフレへの不安も一部で強まってきている。安全資産としての金へのニーズから、将来的なインフレヘッジとしての需要も強まりつつあるようだ。",,,,,,,,,,,,,,
NY株式　終値　ダウ平均は164ドル高,2009年5月9日（土）05:22:00,"NY株式8日（NY時間16:23）
ダウ平均　　　8574.65（+164.80　+1.96%）
S&P500;　　　　929.23（+21.84　+2.41%）
ナスダック　　　1739.00（+22.76　+1.33%）

CME日経平均先物　9540（大証終比：+80　+0.84%）

出来高（億株）
NYSE　　　　18.97
ナスダック　32.05",,,,,,,,,,,,,,
S&P500;種　セクター別騰落率,2009年5月9日（土）05:25:00,"S&P500;種　セクター別騰落率
△△上昇率上位△△
 地方銀行     15.5％
 商業印刷     13.4％
 独立系発電・エネルギー     12.1％
 工業用不動産投信     11.5％
 銀行     11.3％
 不動産サービス     11.2％
 消費者金融     11.1％
 生命保険・健康保険     11％
 住宅用不動産投信     10.4％
 マルチセクター持株会社     10.2％

▼▼下落率上位▼▼
 半導体     -3.2％
 自動車小売り     -2.3％
 コンピュータ・電子機器     -2.3％
 インターネット販売     -1.2％
 住宅関連用品小売り     -1.1％
 衣料小売り     -1.1％
 ヘルスケア・テクノロジー     -1.1％
 無線通信サービス     -0.5％
 通信機器     -0.5％
情報技術コンサルティング等     -0.4％
 ヘルスケアサービス     -0.4％
 総合電気通信サービス     -0.4％

＊数値は前日比％",,,,,,,,,,,,,,
NY株式　イベント通過で、買い安心感強まる　通信のM＆Ａもサポート,2009年5月9日（土）05:57:00,"NY株式8日（NY時間16:23）
ダウ平均　　　8574.65（+164.80　+1.96%）
S&P500;　　　　929.23（+21.84　+2.41%）
ナスダック　　　1739.00（+22.76　+1.33%）

CME日経平均先物　9540（大証終比：+80　+0.84%）

出来高（億株）
NYSE　　　　18.97
ナスダック　32.05

8日のNY株式市場、ダウ平均は大幅反発。終盤に買いが強まり、日本風に言えば、金曜日の後場高といったところ。金融機関のストレステストを無事通過したことや、雇用統計で予想ほど非農業部門雇用者数（NFP）が減少しなかったことから、序盤は金融株中心に買いが優勢となった。ただ、ハイテク株や通信株への戻り売り圧力が強く、次第に伸び悩んだものの、終盤になって、売りも一巡すると、引けにかけて買い戻しが強まる格好に。ダウ平均は一時177ドル高まで上昇している。

ハイテク株や通信株の買い戻しのきっかけに通信業界のM&A;の話題も一役買ったようだ。通信最大手AT&T;が携帯大手のベライゾンが昨年6月に買収したオーテルの大部分の買収を試みていることが明らかとなった。オーテルの資産を24に分割、そのうちの18を25億ドルで買いとるというもの。ベライゾンは残りの6を更にオークションにかけるという。
ただ、両社とも株価は下落している。

ダウ採用銘柄ではJPモルガン、シティ、バンカメ、アメックスといった金融株が大幅上昇。キャタピラー、GE、ユナイテッド・テクノロジーズなど産業関連株も上昇。マクドナルドも堅調に推移。4月の既存店売上高が前年同月比で6％増となったことを材料視。

ナスダックも反発。序盤は戻り売りに押されたものの、終盤に買い戻しが膨らんだ。アップル、グーグル、RIMが指数をリード。一方、インテルは冴えない動き。コンピュータ・グラフィック用電子部品のエヌビディアは13.7％の大幅下落。決算を発表し、売上高、1株利益とも予想を上回ったものの、利益率が低下していたことを嫌気した売りが膨らんだ。

ダウ採用銘柄
J&J;　　　　　　　54.98（+0.09　+0.16%）
P&G;　　　　　　　51.57（+0.23　+0.45%）
デュポン　　　　　28.38（+0.47　+1.68%）
ボーイング　　 　45.83（+2.30　+5.28%）　
キャタピラー　　 39.64（+1.72　+4.54%）　
ユナイテッド　　 53.55（+1.83　+3.54%）　
アルコア　　　 　10.01（+0.16　+1.62%）　
HP　　　　　　 　34.68（+0.15　+0.43%）　
GE　　　　　 　　14.53（+0.57　+4.08%）　
3M　　　　　　 　60.09（+1.32　+2.25%）　
エクソンモビル　 70.80（+1.87　+2.71%）　
シェブロン　　 　70.38（+2.40　+3.53%）　
コカコーラ　　 　42.92（+0.12　+0.28%）　
ディズニー　　 　25.46（+0.13　+0.51%）　
マクドナルド　 　54.92（+1.53　+2.87%）　
ウォルマート　　50.14（+0.25　+0.50%）
ホームデポ　　　25.50（-0.11　-0.43%）
JPモルガン　　　38.94（+3.70　+10.50%）
シティG　　　　 4.02（+0.21　+5.51%）
バンカメ　　　　 14.17（+0.66　+4.89%）
アメックス　　　 28.40（+2.43　+9.36%）　
クラフト　　　　 25.53（+0.49　+1.96%）
IBM　　　　　　101.49（-1.10　-1.07%）
AT&T;　　　　　 25.25（-0.20　-0.79%）
ベライゾン　　　29.85（-0.01　-0.03%）
マイクロソフト　 19.42（+0.10　+0.52%）
インテル　　　 　15.29（-0.48　-3.04%）
ファイザー　　　14.40（+0.24　+1.69%）
メルク　　　　 　24.82（-0.39　-1.55%）
GM　　　　　 　1.61（+0.01　+0.63%）",,,,,,,,,,,,,,
NY債券　雇用統計受け、利回り低下　利益確定の動きも,2009年5月9日（土）05:59:00,"米国債利回り（NY時間16:30）
2年債　 　0.979（-0.016）
10年債　　3.286（-0.048）
30年債　　4.269（-0.037）
2-10年債　231（-2）

8日のNY債券市場、雇用統計発表後、利回りは低下した。非農業部門雇用者数（NFP）は53.9万人減と、予想ほど悪化ぜす、雇用減少の鈍化傾向を示す内容となったが、前回、前々回と下方修正されており、また、政府部門の雇用増がサポートした面もある。雇用情勢が改善しつつあるとの判断までは、なお時期尚早のようだ。新発債の入札を受けて、今週は利回りが長期ゾーン中心に大きく上昇していただけに、利益確定の動きも強まったようだ。

10年債は一時3.26％、2年債は0.95％台に低下している。

2-10年債の利回り格差は+231（前日+233）。",,,,,,,,,,,,,,
来週の主な米主要企業決算,2009年5月9日（土）06:10:00,"*は金融株　（）は予想1株利益、単位:ドル

05/12　アプライド・マテリアルズ　（-0.097）
05/12　ＭＢＩＡ*　（-0.742）
05/13　ホールフーズ・マーケット　（0.186）
05/14　ウォルマート・ストアーズ　（0.769）
05/14　フレディマック*　（N/A）
05/15　ＪＣペニー　（0.085）",,,,,,,,,,,,,,
来週の欧州金融機関決算,2009年5月9日（土）06:15:00,"（）は予想1株利益
05/11　フォルティス　（N/A）
05/13　アリアンツ　（1.495ユーロ）
05/13　ウニクレディト　（N/A）
05/13　ゼネラリ保険　（0.013ユーロ）
05/13　ＩＮＧグループ　（-0.072ユーロ）
05/14　インテサ・サンパオロ　（0.053ユーロ）
05/14　クレディ・アグリコル　（N/A）
05/14　ドイツ証券取引所　（1.084ユーロ）",,,,,,,,,,,,,,
NY時間に伝わった発言・ニュース,2009年5月9日（土）06:20:00,"【経済指標結果】
【カナダ】
＊失業率（4月）20:00
結果　8.0%
予想　8.3%　前回　8.0%

＊雇用者数（4月）20:00
結果　35.9千人増
予想　50.0千人減　前回　61.3千人減 

＊住宅着工件数（4月）21:15
結果　117.4千件
予想　140.0千件　前回　146.5千件（154.7千件から修正）  

【アメリカ】
＊失業率（4月）21:30
結果　8.9%
予想　8.9%　前回　8.5%

＊非農業部門雇用者数（NFP）（4月）21:30
結果　539千人減
予想　600千人減　前回　699千人減（663千人減から修正）（前月比） 

＊卸売在庫（3月）23:00
結果　-1.6%
予想　-1.0%　前回　-1.7%（-1.5%から修正）（前月比）

【発言・ニュース】
【イギリス】
＊英RBS　1-3月期　
1-3月期決算は、純損失8.57億ポンド（予想：純利益2.45億ポンド）

【アメリカ】
＊オバマ大統領
この先、更に雇用情勢は悪化が予想されるが、状況は改善に向かって進展。
経済エンジンのギアはゆっくりと回復に向かい始めている。

＊ガイトナー米財務長官
米GM系金融会社のGMACは追加公的資金が必要になる可能性を示唆する。
クライスラーの事例が、GMの破たんを必ずしも意味しない。
失業率は、当面上昇を続ける公算で、09年下期には鈍化する見込み。
現時点では、金融安定化で追加資金を議会に求める必要性はない。

＊AT&T;
携帯大手のベライゾンが買収したオーテルの大部分の買収を試みている。
オーテルの資産を24に分割、そのうちの18を25億ドルで買い取る。

＊周文重中駐米大使
ドルは世界の準備通貨としての位置を存続する。
ドルが通貨バスケットに取って代わりという見解を持っている人も多いが、
それは未来に向けた学究的なテーマである。",,,,,,,,,,,,,,
NY市場概況　イベント通過で株上昇、ドル売りの動き強まる,2009年5月9日（土）06:52:00,8日のNY為替市場はユーロドルが先導する形でドル売りが優勢となった。朝方発表された4月の雇用統計で就業者数の減少が予想以上の鈍化を示したことから、景気底打ちへの期待感が広がった。金融当局が前日夕に発表した大手金融機関の資産査定結果も、市場の予想通りの内容で全体的に安心感が出ている。終盤、株価が上値追いの動きとなると、呼応する形で、為替市場ではドルが加速、ユーロドルは1.36台に上昇、3月26日以来の水準に上昇している。一方、ドル円は99円台から98.40近辺へ下落、クロス円は上昇していたものの、ドル売りの動きが勝ったようだ。,,,,,,,,,,,,,,
NY市場概況　雇用下げ止まりの判断は時期尚早,2009年5月9日（土）06:53:00,非農業部門雇用者数（NFP）は53.9万人減と、予想ほど悪化ぜす、雇用減少の鈍化傾向を示す内容となった。しかし、前回、前々回分は下方修正されており、また、政府部門の雇用増がサポートした面もある。失業率も8.9％まで上昇している中、雇用情勢が改善しつつあるとの判断までは時期尚早といったところ。ただ、センチメントを落ち込ませる内容でもなく、期待感は高めている。オバマ大統領も、結果は幾分励まされる内容だが、なお冷え込んだ状態ではある。この先、更に雇用情勢は悪化が予想されるが、状況は改善に向かって進展、経済エンジンのギアはゆっくりと回復に向かい始めていると述べていた。雇用改善は時間のかかる作業。,,,,,,,,,,,,,,
NY市場概況　ユーロドル、2月高値目指す動きも,2009年5月9日（土）06:54:00,ダウ平均の上げと伴に、ユーロは買いの勢いを強めた。一本調子の上げを見せ、1.3525、1.3550、1.3600付近に観測されていたレジスタンスを次々と突破している。テクニカル的に大きな節目である200日移動平均線も上抜け、ボリンジャーバンド（21日・2標準偏差）上限に再び到達、バンドを押し上げる動きとなった。2月高値である1.3740水準が次の目標となるが、ここを抜けるようであれば、昨年末の1.45台の可能性も出てきそうだ。,,,,,,,,,,,,,,
NY市場概況　カナダ　予想外の雇用増は一時的との見方,2009年5月9日（土）06:55:00,"全体的にドル安の動きが強まり、カナダは対ドルでは買い優勢の展開、ドルカナダは本日の安値圏での推移となっている。ただ、対ユーロ、対豪ドルでは軟調な動きも示し、きょうは勢いが一服といった面も見られる。

きょう発表になったカナダの雇用統計は予想外の雇用増加となり、発表後、カナダは買いが強まった。世界的な景気後退から、木材や商品市況価格が下落する中、かなり意外な数字となった。エコノミストの多くは、今回の数字がカナダの雇用情勢の底打ちと見る向きは少なく、一時的な現象との見方が多い。",,,,,,,,,,,,,,
ドル軟調　いずれ、世界協調介入の予兆も？？？,2009年5月9日（土）08:44:00,"ストレステスト、米雇用統計と一連のイベントを終え、市場には安堵感を出てきているようだ。いずれもポジティブな内容とは言えないまでも、市場は悲観論を強めることは無かった。

ストレステストの結果は一部大手行に資本増強の必要性を迫る内容で、バンカメなどは約340億ドルという巨額な資本増強が必要との判定が下っている。市場は思ったほどネガティブな内容ではないとの見解だったが、増資は必要ないとの見方もあったことえお思えば、やはり当初の想定よりは厳しい内容だったのではないかと思われる。金融株は上昇して反応したが、これで対処すべき点が明確になり、不透明感が後退したことで、投資家も売り込めなくなったというのが実情であろう。何よりも不透明感が高まることが、最も効果的な売り材料となるからだ。

　　　　　－－－－－－－－－－－－－－－－－－－－－－

これら一連の動きに、当局を始め、市場では年内景気底打ちというシナリオを描き始めている。もしシナリオ通りとなった場合、次の為替市場のテーマは何になるのだろうか。可能性を列挙すれば、景気本格回復、財政赤字、過剰流動性によるインフレといったところが揚げられよう。

景気回復についてはＶ字を見込む向きは、まだ少ない。底打ちしたとしても、緩やかな低成長が続くという見方が大勢だ。現状から考えれば、致し方が無いところではある。

今回の景気後退は日本のバブル崩壊と同じ過程を辿っているとの指摘も聞かれるが、指摘どおりであれば、Ｖ字回復は無く、低成長、低金利が継続するということになる。一方で、景気刺激策によって膨れ上がった巨額の財政赤字と、異例とも言える金融緩和で、過剰流動性からの将来のインフレに対する懸念も出始めており、実際、債券市場では長期金利がジリジリと上昇し始めている。

インフレ期待が高まれば、通常は中央銀行が利上げでもって対処するが、Ｖ字回復は無く、低成長が続くと仮定すれば、積極的な利上げも難しい。インフレは物価上昇を指すが、同時に通貨の価値下落でもあり、為替市場のシナリオは一気にドル売りが強まるということになろう。きょうのNY市場もそうだったが、このところ強い米株や米指標の動きにドル売りの反応が強まるという教科書的ではない動きが続いている。もしかすると予兆が出始めているのかもしれない。

・・更に調子に乗って「邪推」を続ければ、・・
昨今、米国債の形で、ドルの外貨準備を大量に持つ中国などから、ドルの基軸通貨としての信頼性を疑問視する動きが強まっており、もし上記のようなシナリオに陥るとすれば、IMFのSDR（特別引出権）がドルに取って代わるという事態が現実味を帯び始める可能性も出てくる。覇権国である米国としては、政策上この事態だけは絶対に避けたいだろう。また、ドル安の対抗馬として、ユーロや豪ドルが上昇することが想定され、これもまた、当事国にとって大問題となる。

そうなれば、米国お墨付きの世界協調介入という可能性も湧き上がる。机上の空論ではあるが。（了）",,,,,,,,,,,,,,
