head,date,text,景気,物価,金利,マネーサプライ,貿易収支,雇用,個人消費,介入,要人発言,他通貨,石油,政治,株,債権
NY市場　ドル買い加速、モデル系ファンドの買い,2009年3月11日（水）03:16:00,"ドル買いが加速している。市場ではドル円でモデル系ファンドの買いが観測されていた。これが波及する形でドルが全面高となった模様。直近ではポンドドルの下げがきつい。現在は1.37割れとNY市場の高値から200ポイント超下落した。

USD/JPY　98.76　EUR/USD　1.2633　GBP/USD　1.3691",,,,,,,,,,,,,,
NY原油　終値　2.8％安,2009年3月11日（水）04:05:00,"NY原油先物4月限（WTI）（終値）
1バレル＝45.71（-1.36　-2.89%）",,,,,,,,,,,,,,
NY市場　他金融市場　4時台　株価堅調、空売り規制強化・業績回復期待で,2009年3月11日（水）04:06:00,"NY株式10日（NY時間14:03）
ダウ平均　　　6860.31（+313.26　+4.78%）
S&P500;　　　　713.70（+37.17　+5.49%）
ナスダック　　　1344.33（+75.69　+5.97%）

CME日経平均先物　7360（大証終比：+320　+4.49%）

出来高（億株）
NYSE　　　　13.52
ナスダック　17.60

欧州株式10日終値
英FT100　 3715.23（+172.83　+4.88%）
独DAX　　3886.98（+194.95　+5.28%）
仏CAC40　 2663.68（+144.39　+5.73%）

米国債利回り（NY時間14:03）
2年債　 　1.003（+0.048）
10年債　　2.975（+0.116）
30年債　　3.695（+0.129）

各国10年債
ユーロ圏　3.000（+0.064）
英　国　　3.113（-0.014）
カナダ　　2.975（+0.036）
豪　州　　4.255（+0.138）
日　本　　1.309（+0.005）

NY原油・金
NY原油先物4月限（WTI）（NY時間14:03）
1バレル＝45.73（-1.34　-2.85%）
NY金先物4月限（COMEX）
1オンス＝898.30（-19.70　-2.15%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,
NY原油・金　NY原油・金　原油反落、利益確定売りで,2009年3月11日（水）04:30:00,"NY原油先物4月限（WTI）（終値）
1バレル＝45.71（-1.36　-2.89%）
NY金先物4月限（COMEX）（終値）
1オンス＝895.90（-22.10　-2.41%）

10日のNY原油先物相場は反落。4月限は通常取引終了間際に下落。為替市場でドルが買い戻されたことから利益確定売りが広がった。金先物は続落。4月限は節目の900ドルを割り込んでいる。米株式市場が急伸したことで安全資産としての魅力が後退した。",,,,,,,,,,,,,,
S&P500;種　セクター別騰落率,2009年3月11日（水）05:16:00,"S&P500;種　セクター別騰落率
△△上昇率上位△△
 不動産サービス     25.1％
 他の各種金融サービス     25％
 各種不動産投資信託     22.1％
 生命保険・健康保険     19.9％
 工業用不動産投信     19.7％
 自動二輪車製造     18.8％
 カジノ・ゲーム     18.5％
 建築関連製品     18.2％
 投資銀行・証券会社     17.9％
 店舗用不動産投信     17.9％

▼▼下落率上位▼▼
 金     -7.3％
 自動車部品・装置     -6.8％
 蒸留酒・ワイン     -5.1％
 保険ブローカー     -0.4％
 醸造     -0.4％

＊数値は前日比％",,,,,,,,,,,,,,
NY株式　終値　ダウ平均は379ドル高,2009年3月11日（水）05:22:00,"NY株式10日（NY時間15:22）
ダウ平均　　　6926.49（+379.44　+5.80%）
S&P500;　　　　719.60（+43.07　+6.37%）
ナスダック　　　1358.28（+89.64　+7.07%）

CME日経平均先物　7280（大証終比：+240　+3.37%）

出来高（億株）
NYSE　　　　21.87
ナスダック　24.44",,,,,,,,,,,,,,
NY債券　株高、需給悪化懸念で下落,2009年3月11日（水）05:22:00,"米国債利回り（NY時間15:21）
2年債　 　1.020（+0.064）
10年債　　2.995（+0.136）
30年債　　3.725（+0.159）
2-10年債	　198（+6）

10日のNY債券市場は下落。利回りは上昇した。10年債利回りは一時3.00%台まで上昇。株式市場の急伸や今週相次ぐ大規模入札への警戒感で売り圧力が続いた。きょう実施された3年債入札は落札利回りが1.489%と直前の発効日取引利回りを上回ったほか、応札倍率が前回を下回るなど不調だった。明日11日には10年債の入札が実施される。入札規模は180億ドル。2-10年債の利回り格差は198ベーシスポイントに拡大している。",,,,,,,,,,,,,,
NY株式　急反発、業績回復期待、空売り規制強化で,2009年3月11日（水）05:48:00,"NY株式10日（NY時間15:22）
ダウ平均　　　6926.49（+379.44　+5.80%）
S&P500;　　　　719.60（+43.07　+6.37%）
ナスダック　　　1358.28（+89.64　+7.07%）

CME日経平均先物　7280（大証終比：+240　+3.37%）

出来高（億株）
NYSE　　　　21.87
ナスダック　24.44

11日のNY株式市場は急反発。ダウ平均は379.44ドル高の6926.49ドルで取引を終えた。シティGのパンディットCEOが業績に強気見通しを示したことやフランク下院金融サービス委員会委員長が空売り規制強化を示唆したことが好感された。パンディットCEOは今期のパフォーマンスは07年第3四半期以降で最も好調と述べ、資本状況に自信を持っていると述べた。また、フランク委員長はSECが早期にアップティックルールを導入するとの見方を示した。委員長は時価会計凍結には反対だが、改善の余地はあると述べている。

ダウ採用銘柄は全面高。このところ、下げのきつかった金融株が急伸した。シティGは38%高。ただ、株価は依然1ドル台にとどまっている。バンカメは27%高。同社はメリルリンチを吸収合併したことで財務基盤の弱さが不安視されていた。一方、消費関連株の上昇は限定的だった。マクドナルドは0.5%高。1ドルメニュー投入で足元の業績は好調だが、ドル高が業績を押し下げるとの見方も出ている。同社の売上の約3分の2は海外部門が占めるなど海外事業依存度が高い。

ダウ採用銘柄
J&J;　　　　　　　47.78（+1.18　+2.53%）
P&G;　　　　　　　45.17（+0.99　+2.24%）
デュポン　　　　　17.92（+1.78　+11.03%）
ボーイング　　 　33.01（+2.01　+6.48%）　
キャタピラー　　 26.51（+2.59　+10.83%）　
ユナイテッド　　 40.79（+3.23　+8.60%）　
アルコア　　　 　6.12（+0.73　+13.54%）　
HP　　　　　　 　27.04（+1.51　+5.91%）　
GE　　　　　 　　8.87（+1.46　+19.70%）　
3M　　　　　　 　45.49（+3.42　+8.13%）　
エクソンモビル　 67.39（+2.82　+4.37%）　
シェブロン　　 　61.78（+3.50　+6.01%）　
コカコーラ　　 　39.16（+0.41　+1.06%）　
ディズニー　　 　16.61（+1.02　+6.54%）　
マクドナルド　 　52.60（+0.28　+0.54%）　
ウォルマート　　48.67（+1.16　+2.44%）
ホームデポ　　　19.42（+1.42　+7.76%）
JPモルガン　　　19.50（+3.60　+22.64%）
シティG　　　　 1.45（+0.40　+38.10%）
バンカメ　　　　 4.79（+1.04　+27.73%）
アメックス　　　 12.17（+1.53　+14.38%）　
クラフト　　　　　　 21.80（+0.57　+2.68%）
IBM　　　　　　87.25（+3.77　+4.52%）
AT&T;　　　　　 23.02（+1.30　+5.99%）
ベライゾン　　　27.61（+1.43　+5.46%）
マイクロソフト　 16.62（+1.47　+9.70%）
インテル　　　 　13.92（+1.37　+10.92%）
ファイザー　　　13.09（+0.46　+3.64%）
メルク　　　　 　22.20（+1.21　+5.76%）
GM　　　　　 　1.89（+0.21　+12.50%）",,,,,,,,,,,,,,
NY時間に伝わった発言・ニュース,2009年3月11日（水）06:00:00,"【経済指標結果】
【アメリカ】
＊卸売在庫（1月）23:00
結果　-0.7%
予想　-1.0%　前回　-1.5%(-1.4%から修正）（前月比）  

【発言・ニュース】
【アメリカ】
＊バーナンキFRB議長　22:13
世界は30年代以後で最悪の金融危機に直面している。
もし金融システムが安定すれば、今年後半にも景気後退が終わるよい機会となる可能性を示唆。
失業率10％は可能性の範囲。
景気後退は予想以上に深刻化。

＊フランク下院金融サービス委員長
空売り規制を強化。
SECはアップティックルールを導入。
※アップティックルール：直近約定価格より安い価格での空売りを禁止する条項

【ユーロ圏】
＊オルファニデス・キプロス中銀総裁
2%を下回るインフレは避けるべき。

＊ハーレー・アイルランド中銀総裁
量的緩和の検討を支持する。

＊ウェーバー独連銀総裁
個人的見解とした上で政策金利は1%が限界。",,,,,,,,,,,,,,
NY市場概況　ユーロドル反落、長期金利差はほぼゼロに,2009年3月11日（水）06:22:00,ユーロドルは1.28台前半から1.26台前半まで下落した。このところ、米欧の長期金利差が縮小している。2月初旬に50ベーシス程度あった金利差は現在、ほぼゼロまで縮小。需給悪化懸念で米国の10年債利回りが高止まりする中、欧州の10年債利回りは低下し続いている。金利差縮小がユーロドルの上値を抑制しているようだ。昨年末、市場関係者の間では財政悪化でドル売りとの見方が支配的だったが、今のところ、逆の結果をもたらしている。ECB内部で意見の隔たりが出ていることも不安材料。きょうはキプロス中銀総裁やアイルランド中銀総裁が金融緩和に前向きな姿勢を示す一方、ドイツ連銀総裁は個人的見解とした上で政策金利の下限は1%との見方を示した。,,,,,,,,,,,,,,
NY市場概況　ドル買い戻し、モデル系ファンドの買い,2009年3月11日（水）06:22:00,10日のNY市場はドル買いが優勢となった。朝方はドル安傾向で推移したが、昼頃から主要通貨でドルを買い戻す動きが広がり、ロンドン市場でのドル安を打ち消す形となった。ユーロドルは1.28台前半から1.26台前半まで下落、ドル円は98円台前半から98円台後半まで上昇した。市場ではドル円でモデル系ファンドの買いが観測されていた。ドルのリパトリ（資金回帰）が一巡してきたとの指摘もあるが、ドルを買う動きはまだまだ健在のようだ。ただ、米国のファンダメンタルズ改善の兆しは乏しい。きょう発表された1月の卸売在庫は前月比0.7%減と5ヶ月連続で減少。企業は在庫調整に努めているものの、卸売段階での販売在庫比率は昨年12月の1.27ヶ月から1.30ヶ月へと上昇している。,,,,,,,,,,,,,,
NY市場概況　ポンド軟調、不安材料が重しに,2009年3月11日（水）06:23:00,ポンド円は135円台前半、ポンドドルは1.36台後半まで下げた。ユーロポンドやポンドスイスなど対欧州通貨でもポンドは弱含み。英中銀が英国債や社債を買い取る事実上の量的緩和を決定したため、先週から英長期金利が急低下している。英大手金融機関を巡る懸念が払拭されていないこともポンド相場を圧迫しているようだ。,,,,,,,,,,,,,,
本日の予定【経済指標】,2009年3月11日（水）07:19:00,"【オーストラリア】
＊Westpac消費者信頼感指数（3月）8:30
予想　N/A　前回　-4.6%

【日本】
＊機械受注（1月）8:50
予想　-4.8%　前回　-1.7%（前月比）
予想　-40.0%　前回　-26.8%（前年比）

＊国内企業物価（2月）8:50
予想　-0.6%　前回　-1.0%（前月比）
予想　-1.2%　前回　-0.2%（前年比）

【ユーロ圏】
＊ドイツ生産者物価指数（PPI）（1月）16:00
予想　-0.1%　前回　-1.0%（前月比）
予想　3.4%　前回　4.3%（前年比）

＊ドイツ製造業受注（1月）20:00
予想　-2.0%　前回　-6.9%（季調済・前月比）
予想　-28.3%　前回　-25.1%（季調前・前年比）

【イギリス】
＊商品貿易収支（1月）18:30
予想　-7500百万ポンド　前回　-7367百万ポンド

【アメリカ】
＊MBA住宅ローン申請件数（3月7日までの週）20:00
予想　N/A　前回　-12.6%（前週比）

【カナダ】
＊新築住宅価格指数（1月）21:30
予想　-0.2%　前回　-0.1%（前月比）

【ニュージーランド】
＊NZ中銀政策金利　12日5:00
予想　3.00%　現行　3.50%",,,,,,,,,,,,,,
本日の予定【発言・イベント】,2009年3月11日（水）07:32:00,"23:00　カシュカリ米財務次官補　下院証言「TARPについて」

12日
2:00　米財務省10年債入札
3:30　ブラウンシュタインFRB局長　証言「住宅ローン立法関連」

※インドは「ホーリー祭」のため休場",,,,,,,,,,,,,,
東京市場　NZドル堅調、対ドル0.50台半ばへ,2009年3月11日（水）07:47:00,"東京市場早朝の取引、NZドルや豪ドルが堅調に推移している。NZドル/ドルはNY市場後半に0.49台後半まで軟化していたが、オセアニア勢が参加し始めると反転して0.5050台とNY高値を更新している。また、豪ドル/ドルも0.64近辺から0.64台後半へと反発している。東京時間12日5:00には注目のNZ中銀政策金利が発表される。市場予想のレンジは25bp利下げから100bp利下げと幅広いが、直前の予想中央値は75bpから50bp利下げへと縮小傾向となっている。NZドル円は50円手前、豪ドル円は63円台後半へと高値を伸ばしている。この後のオセアニア関連のイベントとしては東京時間8:30に豪消費者信頼感が発表予定。

AUD/USD　0.6471　NZD/USD　0.5052　AUD/JPY　63.84　NZD/JPY　49.87",,,,,,,,,,,,,,
"東京市場　ピボット分析（主要国通貨）
",2009年3月11日（水）08:01:00,"東京時間7:00現在

ドル円
終値98.67　高値99.14　安値97.91

100.47　ハイブレイク
99.80　抵抗2
99.24　抵抗1
98.57　ピボット
98.01　支持1
97.34　支持2
96.78　ローブレイク

ユーロドル
終値1.2683　高値1.2822　安値1.2579

1.3053　ハイブレイク
1.2938　抵抗2
1.2810　抵抗1
1.2695　ピボット
1.2567　支持1
1.2452　支持2
1.2324　ローブレイク

ポンドドル
終値1.3753　高値1.3905　安値1.3691

1.4089　ハイブレイク
1.3997　抵抗2
1.3875　抵抗1
1.3783　ピボット
1.3661　支持1
1.3569　支持2
1.3447　ローブレイク

ドルスイス
終値1.1605　高値1.1651　安値1.1433

1.1911　ハイブレイク
1.1781　抵抗2
1.1693　抵抗1
1.1563　ピボット
1.1475　支持1
1.1345　支持2
1.1257　ローブレイク",,,,,,,,,,,,,,
東京市場　ピボット分析（資源国通貨）,2009年3月11日（水）08:02:00,"東京時間7:00現在

オージードル
終値0.6459　高値0.6488　安値0.6308

0.6709　ハイブレイク
0.6598　抵抗2
0.6529　抵抗1
0.6418　ピボット
0.6349　支持1
0.6238　支持2
0.6169　ローブレイク

キーウィドル
終値0.5033　高値0.5052　安値0.4915

0.5222　ハイブレイク
0.5137　抵抗2
0.5085　抵抗1
0.5000　ピボット
0.4948　支持1
0.4863　支持2
0.4811　ローブレイク

ドルカナダ
終値1.2790　高値1.3017　安値1.2727

1.3252　ハイブレイク
1.3135　抵抗2
1.2962　抵抗1
1.2845　ピボット
1.2672　支持1
1.2555　支持2
1.2382　ローブレイク",,,,,,,,,,,,,,
東京市場　ピボット分析（クロス円）,2009年3月11日（水）08:03:00,"東京時間7:00現在

ユーロ円
終値125.13　高値126.05　安値124.32

127.74　ハイブレイク
126.90　抵抗2
126.01　抵抗1
125.17　ピボット
124.28　支持1
123.44　支持2
122.55　ローブレイク

ポンド円
終値135.68　高値137.06　安値135.17

138.66　ハイブレイク
137.86　抵抗2
136.77　抵抗1
135.97　ピボット
134.88　支持1
134.08　支持2
132.99　ローブレイク

スイス円
終値85.04　高値85.88　安値84.80

86.76　ハイブレイク
86.32　抵抗2
85.68　抵抗1
85.24　ピボット
84.60　支持1
84.16　支持2
83.52　ローブレイク

豪ドル円
終値63.73　高値63.90　安値62.35

65.85　ハイブレイク
64.88　抵抗2
64.30　抵抗1
63.33　ピボット
62.75　支持1
61.78　支持2
61.20　ローブレイク

NZドル円
終値49.63　高値49.73　安値48.58

51.20　ハイブレイク
50.46　抵抗2
50.05　抵抗1
49.31　ピボット
48.90　支持1
48.16　支持2
47.75　ローブレイク

カナダドル円
終値77.14　高値77.23　安値75.91

78.93　ハイブレイク
78.08　抵抗2
77.61　抵抗1
76.76　ピボット
76.29　支持1
75.44　支持2
74.97　ローブレイク",,,,,,,,,,,,,,
"東京市場　ピボット分析（新興国通貨）
",2009年3月11日（水）08:04:00,"東京時間7:00現在

ランド円
終値9.60　高値9.61　安値9.28

10.04　ハイブレイク
9.83　抵抗2
9.71　抵抗1
9.50　ピボット
9.38　支持1
9.17　支持2
9.05　ローブレイク

シンガポールドル円
終値64.31　高値64.37　安値63.69

65.24　ハイブレイク
64.80　抵抗2
64.56　抵抗1
64.12　ピボット
63.88　支持1
63.44　支持2
63.20　ローブレイク

香港ドル円
終値12.72　高値12.78　安値12.62

12.95　ハイブレイク
12.87　抵抗2
12.79　抵抗1
12.71　ピボット
12.63　支持1
12.55　支持2
12.47　ローブレイク",,,,,,,,,,,,,,
東京市場　NY株急騰も、為替市場は振幅,2009年3月11日（水）08:08:00,"10日のNY株式市場は米シティCEOが今後の業績に強気の発言を行ったことやフランク下院金融サービス委員会委員長が空売り規制強化を示唆したことで金融株主導で大きく上昇した。ダウ平均は前日比400ポイント近く上げ、6900ドル台を回復して引けた。ただ、為替市場の動きは激しく振幅も方向感ははっきりしない。ドル円はロンドン市場で98円割れとなったあと、NY市場では99円手前まで反発、その後98円台後半で揉み合い。ユーロドルはロンドン市場で1.28台乗せとなったがNY市場では1.26近辺へ反落。現在は1.27近辺へと戻している。

明け11日の東京市場にとってはいずれも前日と同水準での取引で手を出しづらい状況になっている。東京時間8:50には日本の機械受注と国内企業物価が発表される。1月の機械受注は前年比マイナス40％と大幅な落ち込みとなる予想。東京株式市場は、米株の大幅高を好感するとみられるが、振れやすい機械受注の結果にも注意したい。

USD/JPY　98.72　EUR/USD　1.2700　EUR/JPY　125.40",,,,,,,,,,,,,,
豪経済指標【Westpac消費者信頼感指数】,2009年3月11日（水）08:31:00,"＊Westpac消費者信頼感指数（3月）8:30
結果　-0.2%
予想　N/A　前回　-4.6%",,,,,,,,,,,,,,
東京市場　豪消費者信頼感はマイナス小幅に改善、豪ドル堅調,2009年3月11日（水）08:35:00,"3月のWestpac消費者信頼感指数はマイナス0.2％と前回のマイナス4.6％より小幅の鈍化に留まった。豪ドル円は64円近辺へと小幅ながら高値を伸ばしている。豪ドルドルも10ポイント程度上昇している。

AUD/JPY　63.95　AUD/USD　0.6472",,,,,,,,,,,,,,
寄付き前の外資系証券経由の注文状況　差し引き560万株の売り越し観測,2009年3月11日（水）08:49:00,"差し引き560万株の売り越し観測
売り注文　2200万株
買い注文　1640万株",,,,,,,,,,,,,,
日本経済指標【機械受注】,2009年3月11日（水）08:51:00,"＊機械受注（1月）8:50
結果　-3.2%
予想　-4.8%　前回　-1.7%（前月比）
結果　-39.5%
予想　-40.0%　前回　-26.8%（前年比）",,,,,,,,,,,,,,
日本経済指標【国内企業物価】,2009年3月11日（水）08:52:00,"＊国内企業物価（2月）8:50
結果　-0.4%
予想　-0.6%　前回　-1.1%（-1.0%から修正）（前月比）
結果　-1.1%
予想　-1.2%　前回　-0.3%（-0.2%から修正）（前年比）",,,,,,,,,,,,,,
東京市場　機械受注ほぼ予想通り、SP日経平均先物4％高で始まる,2009年3月11日（水）08:58:00,"東京株式市場の開始を控えて、シンガポール日経平均先物は約4％高で取引が始まっている。日経平均も300円高水準となるか。また、2月国内企業物価は前月比マイナス0.4％、前年比はマイナス1.1％と事前予想よりやや落ち込みが少なかった。1月機械受注は前月比マイナス3.2％と前月のマイナス1.7％から悪化、前年比もマイナス39.5％と前月のマイナス26.8％から大きく悪化した。ただ、市場予想の範囲内で特段のサプライズはなかったようだ。

ドル円は98.80近辺、ユーロ円は125.60レベルと早朝からやや円安の動きが先行しているが、指標自体への反応は特にみられていない。

USD/JPY　98.77　EUR/JPY　125.60　GBP/JPY　136.20",,,,,,,,,,,,,,
日経平均　寄り付き　110.41円高　7165.39円,2009年3月11日（水）09:01:00,,,,,,,,,,,,,,,
東京市場　英12-2月期成長率、マイナス1.8％の見通し,2009年3月11日（水）09:08:00,"英NIESR（英国立経済社会研究機関）は、2月までの3ヶ月間の成長率はマイナス1.8％になる見込みと発表した。事前に英FT紙では少なくとも1.5％は落ち込むと報じられていた。現状ではポンド相場独自の反応は見られていない。円相場がやや反落する動きに。

USD/JPY　98.70　GBP/JPY　136.01　GBP/USD 1.3776",,,,,,,,,,,,,,
日経平均　前日比200円超の上昇,2009年3月11日（水）09:11:00,日経平均は東京時間9:09現在、前日比200.34円高の7255.32円。シンガポール先物の寄り付き時と比べて上昇幅は少ない。,,,,,,,,,,,,,,
東京市場　機械受注の外需49％減は過去最大,2009年3月11日（水）09:18:00,"内閣府は、1月機械受注の基調判断を大幅に減少している、で据え置いた。また、外需が49％となり、過去最大の落ち込みと述べていた。一方、非製造業からの機械受注は前月比プラス13.5％で一部に底堅い面を覗かせていた。

日経平均は寄り付きから100円超の上昇となり、現在は260円高水準で7300円台を回復している。為替市場はやや円安水準での取引が続いている。

USD/JPY　98.73　AUD/JPY　64.03　NZD/JPY　49.94　CAD/JPY　77.07",,,,,,,,,,,,,,
本日の新規投信設定情報（なし)  ,2009年3月11日（水）09:20:00,本日の新規投信設定はありません。  ,,,,,,,,,,,,,,
東京市場　豪住宅ローン、価格低下で小幅上昇,2009年3月11日（水）09:48:00,"1月の豪住宅ローン件数は前月比プラス3.5％と発表された。一方、ローン総額はマイナス3.8％と落ち込んだ。住宅価格の低下によりローン件数は増えたが、予想4.0％や12月の6.7％には届かなかった。

豪ドル/ドルは0.6480レベル、豪ドル円は63.90台での取引。指標に対する反応よりは、日経平均の上昇一服で値動きが落ち着いたとの見方だ。

AUD/JPY　63.97　AUD/USD　0.6482",,,,,,,,,,,,,,
東京仲値　98.72円　三菱東京UFJ銀行,2009年3月11日（水）09:56:00,,,,,,,,,,,,,,,
東京市場　仲値後、円安一服,2009年3月11日（水）10:07:00,"仲値公示の時間帯を通過してからは、円安の動きに一服感がみられている。ドル円は98.60レベルへ、ユーロ円は125.30レベルへ、ポンド円は125.70レベルへと反落している。日経平均は262円高の7316円レベルと依然として底堅い。また、日本の10年国債の利回りが1.3％台に上昇し、約1ヶ月ぶりの高水準で取引されている。

USD/JPY　98.58　EUR/JPY　125.32　GBP/JPY　135.70",,,,,,,,,,,,,,
中国人民銀行　人民元中心レート　1ドル＝6.8347元,2009年3月11日（水）10:18:00,,,,,,,,,,,,,,,
NY原油・金　時間外取引　小動き　金先物は株高受けて安値圏,2009年3月11日（水）10:23:00,"東京時間10:18現在
NY原油先物4月限（WTI）（時間外取引）
1バレル＝45.81（+0.10　+0.22%）
NY金先物4月限（COMEX）（時間外取引）
1オンス＝893.90（-2.00　-0.22%）

11日のNY原油・金先物はほぼ前日通常取引の終値水準での小動き。原油先物は海外市場で利益確定の動きが先行、46ドル割れの水準で取引されている。金先物はNY株の上昇を受けて安全資産買いが巻き返されていた。現在も900ドルを割り込んでいる。",,,,,,,,,,,,,,
通貨オプション　ボラティリティー　ドル円、オプション需要継続,2009年3月11日（水）10:43:00,"USD/JPY　　EUR/USD　　EUR/JPY　　GBP/USD	
1WK　　　　18.95　　　　15.76　　　　23.17　　　　17.86	
1MO　　　　18.45　　　　16.00　　　　22.50　　　　17.96	
3MO　　　　16.99　　　　16.00　　　　22.07　　　　18.06	
6MO　　　　16.02　　　　16.05　　　　21.70　　　　18.03	
9MO　　　　15.38　　　　16.10　　　　21.50　　　　18.01	
1YR　　　　14.95　　　　16.10　　　　21.39　　　　18.00	

　　　　　　　　　	　　　　　　　　　
　　　　　GBP/JPY　　AUD/USD　　USD/CHF	
1WK　　　　26.68　　　　20.51　　　　14.01	
1MO　　　　26.26　　　　21.26　　　　14.25	
3MO　　　　25.52　　　　20.85　　　　13.95	
6MO　　　　25.06　　　　20.50　　　　13.67	
9MO　　　　24.82　　　　20.25　　　　13.61	
1YR　　　　24.69　　　　20.00　　　　13.55
東京時間09:15現在　参考値

ドル円のボラティリティーが底堅い推移をみせている。各期間で前日の東京市場から上昇している。ドル円のスポットは100円を巡って相場観が交錯しており、両サイドのヘッジ需要が根強い。ユーロドルもドル高一辺倒ではなくなってきており、不安定な動きを反映してボラティリティーが下げ止まっている。",,,,,,,,,,,,,,
日経平均　前引け　283.18円高　7338.16円,2009年3月11日（水）11:01:00,,,,,,,,,,,,,,,
バルチック海運指数=03/10時点=,2009年3月11日（水）11:20:00,"バルチック海運指数
2298（前日比：1.59%）
ハンディマックス・インデックス
755（前日比：3.71%）
パナマックス・インデックス
2417（前日比：4.36%）
ケープサイズ・インデックス
2734（前日比：14.87%）

＊バルチック海運指数はハンディマックス、パナマックス、ケープサイズなど船舶のサイズごとの海上運賃指数をまとめた総合指数。",,,,,,,,,,,,,,
東京市場　フロー途切れて値動きは緩慢に、ドル円は東京早朝から往来,2009年3月11日（水）11:36:00,"ドル円、クロス円ともに円安の動きが緩み、水準を切り下げている。ドル円は98円台中盤、ユーロ円は125円ちょうど付近まで反落。ポンド円は135円台中盤で上値が重い。機関投資家の円売り・ドル買い観測はあったが、フローが一巡すると、緩慢な値動きが戻ってきている。

USD/JPY 98.51 EUR/JPY 125.12 GBP/JPY 135.64",,,,,,,,,,,,,,
東京市場　オセアニア通貨、上昇一服で調整の動き　明日はNZ中銀金利発表,2009年3月11日（水）11:44:00,"豪ドル円は63円台中盤、NZドル円は49円台中盤で推移。それぞれ仲値にかけて円安推移となり、前日の海外市場の高値を突破したものの、足元では上昇一服。豪ドル/ドルやNZドル/ドルの上昇も小休止となっている。

明日の東京早朝、NZ中銀が政策金利発表を予定している。0.50％利下げが予想されている。ボラードNZ中銀総裁は前回（1.50％の利下げ幅）ほど利下げは行わないとしているものの、どの程度利下げを行ってくるか見方が一致していない。0.75％利下げと見る向きも少なくないが、先々の利下げ余地を残すという意味合いで、0.50％利下げが有力なようだ。
AUD/JPY 63.60 NZD/JPY 49.45",,,,,,,,,,,,,,
アジア株　全面高、米株高受けて金融関連に買い,2009年3月11日（水）12:06:00,"東京時間11:57現在

香港ハンセン指数　　 12103.77（+409.72　+3.50%）
中国上海総合指数　 2169.94（+11.37　+0.53%）
台湾加権指数　　　　 4778.93（+107.91　+2.31%）
韓国総合株価指数　 1122.34（+30.14　+2.76%）
豪ASX200指数　　　 3262.10（+77.60　+2.44%）

11日のアジア株式市場は上昇。前日の米株式市場で、シティGが1-3月期の業績に自信を除かせたため、金融株中心に買いが入っている。資源株の一角も堅調。ただ、上海は上げ幅を縮めている。",,,,,,,,,,,,,,
通貨ペア別　売買動向,2009年3月11日（水）12:15:00,"【通貨ペア別　売買動向（単位：％）】

◆ドル円　　くりっく３６５　外為どっとコム
09/03/04　　　　38.6　　　　58.4
09/03/05　　　　42.1　　　　60.7
09/03/06　　　　41.7　　　　62.4
09/03/09　　　　39.6　　　　60.7
09/03/10　　　　42.4　　　　62.0

◆ユーロ円　くりっく３６５　外為どっとコム
09/03/04　　　　33.1　　　　50.5
09/03/05　　　　48.0　　　　59.7
09/03/06　　　　43.8　　　　57.7
09/03/09　　　　39.7　　　　53.3
09/03/10　　　　36.2　　　　50.6

◆ポンド円　くりっく３６５　外為どっとコム
09/03/04　　　　29.7　　　　43.8
09/03/05　　　　38.2　　　　48.0
09/03/06　　　　43.4　　　　51.0
09/03/09　　　　53.0　　　　60.7
09/03/10　　　　54.1　　　　63.2

◆豪ドル円　くりっく３６５　外為どっとコム
09/03/04　　　　66.5　　　　69.9
09/03/05　　　　75.8　　　　77.3
09/03/06　　　　77.4　　　　78.2
09/03/09　　　　78.9　　　　79.3
09/03/10　　　　72.7　　　　73.7

◆NZドル円　くりっく３６５　外為どっとコム
09/03/04　　　　77.8　　　　84.7
09/03/05　　　　80.5　　　　85.3
09/03/06　　　　80.1　　　　86.1
09/03/09　　　　81.6　　　　86.6
09/03/10　　　　78.0　　　　85.6

（注）売買動向＝買いポジション残高÷全ポジション残高
（資料）株式会社東京金融取引所、株式会社外為どっとコム",,,,,,,,,,,,,,
東京市場　ユーロドルには巻き戻しの動き、下値の堅さを意識,2009年3月11日（水）12:26:00,"ユーロドルは1.2700ちょうど前後で推移。ユーロ円の上値では本邦輸出の売りが出たとの観測はあるが、ユーロドルは早朝からしっかりとした展開。ユーロ売りポジションが膨らんでいるとの指摘もあって、下値を切り上げやすい状況にあるようだ。昨日もアジア系の銀行がポジションを巻き戻し、ユーロドルがサポートされたとの見方が出ていた。

EUR/USD 1.2714",,,,,,,,,,,,,,
米株価指数先物　時間外取引　小幅高で推移,2009年3月11日（水）12:40:00,"東京時間12:29現在
ダウ平均先物3月限　6914.00（+27.00　+0.39%）
S&P500;先物3月限　719.90（+3.90　+0.54%）
NASDAQ100先物3月限　1112.50（+6.50　+0.59%）

昨日のNY市場では、米金融大手シティグループの業績回復見通しが好感されたことから金融株を中心に上昇した。シティグループは38%、バンカメも28%上昇した。時間外取引では小幅高で推移。今夜20時には、米MBA住宅ローン申請件数の発表がある。",,,,,,,,,,,,,,
